BHE,Team A Kills,Team B Kills,Team A Errors,Team B Errors,Team A Total Attacks,Team B Total Attacks,Team A Hit Pct,Team B Hit Pct,Team A Assists,Team B Assists,Team A Aces,Team B Aces,Team A SErr,Team B SErr,Team A Digs,Team B Digs,Team A RErr,Team B RErr,Team A Block Solos,Team B Block Solos,Team A Block Assists,Team B Block Assists,Team A BErr,Team B BErr,Team A PTS,Team B PTS,Team A BHE,Team B BHE,Result,Sets,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS
0,241.26,198.17,90.53,96.5,653.16,574.33,0.24,0.18,258.31,272.58,43.0,51.44,50.25,50.36,309.24,269.94,35.71,49.89,14.08,8.5,87.69,102.33,13.55,15.09,360.66,283.41,10.17,10.2,1,4,0,62,23,162,0.241,58,12,13,70,7,0,12,1,80.0
0,241.26,199.18,90.53,90.82,653.16,532.73,0.24,0.15,258.31,263.94,43.0,36.93,50.25,56.59,309.24,245.53,35.71,31.4,14.08,16.1,87.69,78.54,13.55,13.93,360.66,306.14,10.17,13.62,1,4,0,53,15,153,0.248,45,4,7,70,4,0,8,0,61.0
0,241.26,241.71,90.53,92.82,653.16,629.12,0.24,0.11,258.31,248.27,43.0,50.5,50.25,41.69,309.24,283.87,35.71,42.42,14.08,13.6,87.69,91.18,13.55,14.27,360.66,333.17,10.17,9.25,0,4,0,74,28,193,0.238,66,2,14,79,7,1,11,1,0
4,241.26,199.81,90.53,82.19,653.16,589.43,0.24,0.19,258.31,275.43,43.0,38.92,50.25,34.31,309.24,312.78,35.71,31.14,14.08,13.0,87.69,61.0,13.55,10.42,360.66,295.53,10.17,11.33,1,5,0,65,22,166,0.259,58,14/,17,64,5,2,12,3,87.0
4,241.26,214.68,90.53,84.14,653.16,601.18,0.24,0.1,258.31,293.47,43.0,38.64,50.25,58.23,309.24,321.22,35.71,37.09,14.08,20.91,87.69,98.82,13.55,15.0,360.66,361.97,10.17,8.5,0,5,0,70,22,191,0.251,66,6,16,88,3,3,18,6,88.0
0,241.26,221.12,90.53,88.25,653.16,627.31,0.24,0.19,258.31,238.29,43.0,24.15,50.25,30.93,309.24,293.4,35.71,25.46,14.08,8.8,87.69,63.77,13.55,10.27,360.66,272.8,10.17,15.14,0,3,0,33,18,126,0.119,32,7,12,51,3,1,7,0,44.5
0,241.26,125.19,90.53,63.71,653.16,388.33,0.24,0.1,258.31,173.43,43.0,36.0,50.25,44.64,309.24,193.11,35.71,40.62,14.08,10.0,87.69,41.06,13.55,8.5,360.66,182.61,10.17,15.56,1,3,0,36,13,86,0.267,35,13,11,41,6,1,4,0,52.0
4,241.26,223.58,90.53,95.95,653.16,631.21,0.24,0.1,258.31,228.88,43.0,30.58,50.25,44.93,309.24,272.11,35.71,33.33,14.08,13.5,87.69,96.5,13.55,9.69,360.66,311.38,10.17,16.5,1,3,0,39,14,90,0.278,31,8,6,44,3,2,4,0,51.0
0,241.26,259.35,90.53,105.29,653.16,668.41,0.24,0.24,258.31,317.85,43.0,36.54,50.25,53.43,309.24,308.67,35.71,38.08,14.08,13.25,87.69,96.17,13.55,12.7,360.66,347.88,10.17,14.17,0,4,0,40,18,135,0.163,34,6,11,57,7,2,12,0,54.0
2,241.26,183.75,90.53,76.88,653.16,491.21,0.24,0.16,258.31,201.85,43.0,26.69,50.25,47.62,309.24,247.95,35.71,35.15,14.08,29.22,87.69,88.0,13.55,9.83,360.66,295.39,10.17,7.54,0,4,0,51,17,157,0.217,46,9,10,69,7,3,12,3,69.0
