Result,Sets,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp,Team A Kills,Team B Kills,Team A Errors,Team B Errors,Team A Total Attacks,Team B Total Attacks,Team A Hit Pct,Team B Hit Pct,Team A Assists,Team B Assists,Team A Aces,Team B Aces,Team A SErr,Team B SErr,Team A Digs,Team B Digs,Team A RErr,Team B RErr,Team A Block Solos,Team B Block Solos,Team A Block Assists,Team B Block Assists,Team A BErr,Team B BErr,Team A PTS,Team B PTS,Team A BHE,Team B BHE
0,4,0,52,24,146,0.192,50,7,5,59,9,6,18,1,74.0,1,Portland,226.94,225.65,90.67,103.76,617.33,662.65,0.15,0.1,223.06,277.23,29.92,46.18,45.64,64.73,267.41,300.25,26.93,40.0,14.08,16.25,67.64,105.6,7.82,8.64,300.94,312.56,9.5,12.0
0,5,0,56,19,141,0.262,52,5,8,61,8,4,8,0,69.0,1,UNLV,226.94,286.53,90.67,114.18,617.33,753.65,0.15,0.18,223.06,325.43,29.92,63.0,45.64,98.18,267.41,352.93,26.93,41.38,14.08,19.44,67.64,105.09,7.82,19.75,300.94,446.71,9.5,7.67
0,3,0,41,20,102,0.206,40,3,6,42,3,1,6,0,48.0,2,Weber St.,226.94,286.28,90.67,110.72,617.33,812.5,0.15,0.19,223.06,374.0,29.92,48.91,45.64,62.18,267.41,471.43,26.93,42.27,14.08,17.1,67.64,153.0,7.82,12.8,300.94,552.21,9.5,15.17
0,4,0,44,20,129,0.186,38,6,10,59,9,1,4,1,53.0,0,Santa Clara,226.94,243.58,90.67,100.11,617.33,687.95,0.15,0.22,223.06,328.92,29.92,45.5,45.64,70.31,267.41,344.44,26.93,46.45,14.08,10.1,67.64,124.5,7.82,22.18,300.94,346.19,9.5,10.44
0,3,0,39,15,111,0.216,37,7,6,50,3,0,6,2,49.0,1,Fresno St.,226.94,212.06,90.67,104.22,617.33,603.61,0.15,0.19,223.06,240.2,29.92,36.14,45.64,49.43,267.41,259.12,26.93,44.2,14.08,11.1,67.64,91.15,7.82,12.64,300.94,295.62,9.5,5.0
1,3,0,44,15,105,0.276,42,4,8,48,1,2,26,0,63.0,0,CSU Bakersfield,226.94,207.3,90.67,94.45,617.33,601.05,0.15,0.19,223.06,257.13,29.92,31.33,45.64,38.75,267.41,293.65,26.93,37.69,14.08,10.18,67.64,101.54,7.82,10.9,300.94,299.22,9.5,9.73
0,4,0,45,24,130,0.162,43,9,9,58,8,1,4,4,57.0,1,Nevada,226.94,250.41,90.67,112.65,617.33,729.59,0.15,0.17,223.06,288.71,29.92,47.5,45.64,49.17,267.41,333.62,26.93,53.33,14.08,11.56,67.64,112.5,7.82,14.9,300.94,344.31,9.5,10.0
1,3,0,45,12,108,0.306,43,5,8,52,1,1,6,0,54.0,1,Morgan St.,226.94,228.61,90.67,99.5,617.33,655.94,0.15,0.21,223.06,295.23,29.92,53.4,45.64,64.36,267.41,338.8,26.93,40.75,14.08,11.27,67.64,63.67,7.82,15.5,300.94,368.18,9.5,14.88
1,5,0,66,42/,224/,0.107,62,2,9,114/,1,5,12,1,79.0,1,Portland St.,226.94,262.53,90.67,110.6,617.33,815.73,0.15,0.12,223.06,262.79,29.92,35.85,45.64,50.46,267.41,407.71,26.93,47.64,14.08,10.91,67.64,93.5,7.82,11.67,300.94,363.14,9.5,10.56
1,3,0,38,10,127,0.220,35,4,17,55,3,5,12,0,53.0,0,Grand Canyon,226.94,264.0,90.67,99.12,617.33,733.76,0.15,0.26,223.06,260.25,29.92,30.43,45.64,49.0,267.41,313.53,26.93,39.8,14.08,17.08,67.64,78.64,7.82,14.0,300.94,308.15,9.5,11.8
