Result,Attend,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp,Team A Kills,Team B Kills,Team A Errors,Team B Errors,Team A Total Attacks,Team B Total Attacks,Team A Hit Pct,Team B Hit Pct,Team A Assists,Team B Assists,Team A Aces,Team B Aces,Team A SErr,Team B SErr,Team A Digs,Team B Digs,Team A RErr,Team B RErr,Team A Block Solos,Team B Block Solos,Team A Block Assists,Team B Block Assists,Team A BErr,Team B BErr,Team A PTS,Team B PTS,Team A BHE,Team B BHE
1,0,3,45,17,116,0.241,38,10,7,40,2,2,10,0,62.0,1,Davidson,256.56,159.85,105.56,64.0,677.78,458.05,0.17,0.2,333.15,187.0,32.79,28.46,44.12,32.86,302.12,227.28,41.7,25.73,14.31,12.2,74.79,65.0,12.0,13.5,340.38,212.97,13.78,17.0
1,0,5,65,27,146,0.260,57,5,11,58,5,1,16,1,79.0,1,William & Mary,256.56,181.71,105.56,90.18,677.78,521.82,0.17,0.1,333.15,220.85,32.79,29.57,44.12,31.53,302.12,223.19,41.7,34.0,14.31,11.89,74.79,55.5,12.0,6.33,340.38,249.91,13.78,9.75
1,0,4,58,29,142,0.204,56,10,9,55,5,2,8,1,74.0,1,Marist,256.56,244.41,105.56,113.94,677.78,693.06,0.17,0.21,333.15,244.94,32.79,39.62,44.12,44.47,302.12,311.94,41.7,46.25,14.31,11.8,74.79,82.77,12.0,9.38,340.38,332.88,13.78,20.0
0,0,5,53,28,161,0.155,51,6,11,75,5,3,10,5,67.0,0,UT Martin,256.56,283.38,105.56,133.12,677.78,849.19,0.17,0.11,333.15,301.93,32.79,39.23,44.12,59.0,302.12,417.29,41.7,33.43,14.31,19.1,74.79,88.25,12.0,27.58,340.38,411.75,13.78,11.12
0,0,5,66,26,175,0.229,59,2,11,59,9,5,12,6,79.0,1,UAB,256.56,213.11,105.56,92.67,677.78,579.78,0.17,0.18,333.15,257.07,32.79,33.0,44.12,41.47,302.12,280.27,41.7,31.07,14.31,18.56,74.79,82.09,12.0,20.5,340.38,325.57,13.78,10.43
1,0,5,69,42,203,0.133,66,6,6,107,3,3,20,9/,88.0,0,Florida A&M,256.56,244.93,105.56,114.0,677.78,730.8,0.17,0.13,333.15,259.85,32.79,38.4,44.12,50.7,302.12,363.46,41.7,37.64,14.31,15.45,74.79,69.62,12.0,17.36,340.38,360.04,13.78,14.62
1,0,3,43,18,107,0.234,37,5,8,45,4,2,6,5,53.0,1,Memphis,256.56,231.44,105.56,107.11,677.78,658.11,0.17,-0.06,333.15,244.69,32.79,31.5,44.12,41.56,302.12,315.12,41.7,38.25,14.31,15.25,74.79,82.31,12.0,23.18,340.38,329.0,13.78,16.33
1,0,5,67,28,195,0.200,67,4,7,81,4,1,8,0,76.0,0,Little Rock,256.56,319.67,105.56,126.6,677.78,895.4,0.17,0.09,333.15,324.64,32.79,39.09,44.12,54.67,302.12,417.71,41.7,40.4,14.31,22.91,74.79,109.45,12.0,15.0,340.38,434.21,13.78,13.0
1,0,3,47,10,107,0.346,43,4,6,45,4,0,8,0,55.0,1,South Dakota,256.56,272.5,105.56,107.94,677.78,812.31,0.17,0.15,333.15,288.57,32.79,50.33,44.12,51.0,302.12,399.0,41.7,39.6,14.31,12.22,74.79,95.8,12.0,14.9,340.38,385.86,13.78,13.12
1,0,3,39,9,72,0.417,38,8,9,41,4,3,10,0,55.0,1,Ark.-Pine Bluff,256.56,213.47,105.56,105.27,677.78,663.6,0.17,0.01,333.15,210.64,32.79,32.93,44.12,38.07,302.12,304.21,41.7,41.08,14.31,13.6,74.79,65.45,12.0,9.9,340.38,297.07,13.78,7.62
