Result,Attend,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp,Team A Kills,Team B Kills,Team A Errors,Team B Errors,Team A Total Attacks,Team B Total Attacks,Team A Hit Pct,Team B Hit Pct,Team A Assists,Team B Assists,Team A Aces,Team B Aces,Team A SErr,Team B SErr,Team A Digs,Team B Digs,Team A RErr,Team B RErr,Team A Block Solos,Team B Block Solos,Team A Block Assists,Team B Block Assists,Team A BErr,Team B BErr,Team A PTS,Team B PTS,Team A BHE,Team B BHE
0,0,5,44,25,139,0.137,42,8,15,48,6,3,14,2,62.0,2,Illinois,284.27,327.44,121.67,123.25,719.13,837.75,0.11,0.24,331.75,353.64,41.58,51.09,53.21,70.83,296.14,392.93,45.2,43.27,16.1,17.89,123.64,152.0,15.6,18.89,400.29,480.14,6.44,9.5
1,0,3,43,17,91,0.286,40,6,7,39,1,1,20,1,60.0,0,UNCW,284.27,187.15,121.67,78.45,719.13,556.9,0.11,0.23,331.75,247.71,41.58,26.24,53.21,32.53,296.14,267.0,45.2,36.5,16.1,12.6,123.64,88.0,15.6,11.0,400.29,271.5,6.44,8.67
1,0,3,47,17,113,0.265,43,7,9,58,1,1,12,0,61.0,1,Northern Colo.,284.27,265.56,121.67,112.25,719.13,765.56,0.11,0.07,331.75,308.0,41.58,45.1,53.21,50.33,296.14,363.0,45.2,31.08,16.1,12.44,123.64,67.5,15.6,12.56,400.29,367.82,6.44,8.62
0,0,4,52,28,142,0.169,49,5,10,50,6,0,18,0,66.0,1,Cincinnati,284.27,265.15,121.67,96.8,719.13,672.55,0.11,0.15,331.75,292.65,41.58,35.0,53.21,51.8,296.14,305.89,45.2,47.22,16.1,13.27,123.64,100.85,15.6,19.11,400.29,387.91,6.44,15.18
1,0,5,72,20,155,0.335,70/,8,9,67,5,0,14,3,87.0,1,Florida St.,284.27,232.47,121.67,85.42,719.13,600.95,0.11,-0.01,331.75,276.6,41.58,29.58,53.21,35.73,296.14,281.71,45.2,32.42,16.1,16.0,123.64,120.0,15.6,13.6,400.29,372.8,6.44,11.44
1,0,4,49,14,121,0.289,49,7,10,56,5,4,20,1,70.0,0,TCU,284.27,199.7,121.67,83.4,719.13,546.05,0.11,0.14,331.75,316.33,41.58,33.18,53.21,50.75,296.14,274.29,45.2,22.79,16.1,10.2,123.64,68.44,15.6,21.6,400.29,278.25,6.44,8.22
1,0,3,42,15,102,0.265,36,4,6,42,6,2,12,0,54.0,0,LSU,284.27,273.75,121.67,110.75,719.13,759.94,0.11,0.16,331.75,285.79,41.58,29.85,53.21,52.62,296.14,345.47,45.2,30.38,16.1,16.09,123.64,84.83,15.6,15.36,400.29,389.57,6.44,12.25
1,0,4,50,17,132,0.250,47,9,14,61,3,1,26,3,73.0,0,Oakland,284.27,223.17,121.67,103.78,719.13,662.67,0.11,-0.01,331.75,252.27,41.58,25.64,53.21,35.0,296.14,331.12,45.2,27.07,16.1,9.78,123.64,134.8,15.6,13.78,400.29,302.24,6.44,9.0
0,0,3,37,17,99,0.202,35,2,8,32,7,2,19,2,50.5,0,Michigan,284.27,228.67,121.67,95.81,719.13,628.62,0.11,0.21,331.75,252.5,41.58,32.92,53.21,40.12,296.14,298.37,45.2,34.45,16.1,20.89,123.64,96.77,15.6,18.09,400.29,318.26,6.44,8.6
1,0,3,37,10,72,0.375,36,6,9,28,0,0,18,2,52.0,0,Indiana St.,284.27,264.0,121.67,115.31,719.13,785.44,0.11,0.18,331.75,305.38,41.58,25.67,53.21,38.92,296.14,400.86,45.2,31.45,16.1,14.44,123.64,97.27,15.6,15.1,400.29,371.21,6.44,14.56
