Result,Attend,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp,Team A Kills,Team B Kills,Team A Errors,Team B Errors,Team A Total Attacks,Team B Total Attacks,Team A Hit Pct,Team B Hit Pct,Team A Assists,Team B Assists,Team A Aces,Team B Aces,Team A SErr,Team B SErr,Team A Digs,Team B Digs,Team A RErr,Team B RErr,Team A Block Solos,Team B Block Solos,Team A Block Assists,Team B Block Assists,Team A BErr,Team B BErr,Team A PTS,Team B PTS,Team A BHE,Team B BHE
0,0,5,50,22,160,0.175,44,7,7,56,5,5,28,2,76.0,1,Grand Canyon,228.05,192.75,109.47,86.95,642.47,571.05,0.07,0.14,289.5,202.56,30.0,29.0,47.27,37.25,299.69,264.53,35.27,28.4,15.7,11.67,111.31,79.64,15.17,12.38,348.34,262.5,16.67,11.27
1,0,5,67,30,189,0.196,58,4,5,74,4,2,14,3,80.0,2,Idaho,228.05,231.29,109.47,83.95,642.47,637.05,0.07,0.12,289.5,284.62,30.0,37.83,47.27,53.71,299.69,323.5,35.27,37.08,15.7,16.78,111.31,113.5,15.17,15.6,348.34,361.35,16.67,18.43
0,0,3,36,14,104,0.212,33,1,6,37,5,0,6,0,40.0,0,Santa Clara,228.05,201.95,109.47,86.65,642.47,562.6,0.07,0.14,289.5,208.61,30.0,33.17,47.27,47.23,299.69,265.17,35.27,33.5,15.7,10.89,111.31,87.77,15.17,15.89,348.34,300.32,16.67,14.09
1,0,4,39,22,121,0.140,36,4,9,46,8,2,14,4,52.0,2,FGCU,228.05,271.88,109.47,105.76,642.47,754.41,0.07,0.24,289.5,289.93,30.0,26.21,47.27,40.69,299.69,356.06,35.27,29.09,15.7,18.8,111.31,105.23,15.17,14.5,348.34,366.31,16.67,14.88
1,0,3,47,19,107,0.262,46,1,8,41,1,0,10,1,53.0,2,Eastern Ky.,228.05,205.94,109.47,102.89,642.47,608.78,0.07,0.16,289.5,229.07,30.0,27.73,47.27,36.0,299.69,283.56,35.27,26.64,15.7,13.75,111.31,68.08,15.17,10.85,348.34,266.5,16.67,12.3
0,0,3,35,21,102,0.137,33,2,4,39,4,2,8,2,43.0,2,New Mexico St.,228.05,221.9,109.47,95.86,642.47,616.48,0.07,0.23,289.5,272.56,30.0,41.92,47.27,52.75,299.69,283.79,35.27,37.92,15.7,15.3,111.31,128.64,15.17,13.67,348.34,354.32,16.67,13.7
1,0,5,61,26,178,0.197,59,7,9,64,4,2,12,1,76.0,3,North Florida,228.05,246.26,109.47,105.58,642.47,677.11,0.07,0.11,289.5,313.29,30.0,30.77,47.27,38.8,299.69,305.53,35.27,37.92,15.7,16.2,111.31,78.13,15.17,12.75,348.34,323.72,16.67,15.0
0,0,5,57,22,157,0.223,49,7,5,72,9,1,14,2,72.0,4,Furman,228.05,293.07,109.47,120.13,642.47,865.0,0.07,0.17,289.5,316.62,30.0,32.83,47.27,46.67,299.69,428.93,35.27,31.33,15.7,14.55,111.31,78.67,15.17,13.73,348.34,387.29,16.67,14.88
1,0,4,65,19,150,0.307,57,4,8,64,3,0,16,1,77.0,0,USC Upstate,228.05,284.0,109.47,131.19,642.47,850.25,0.07,0.15,289.5,281.07,30.0,34.07,47.27,50.93,299.69,386.27,35.27,42.0,15.7,22.91,111.31,101.64,15.17,13.42,348.34,388.8,16.67,10.29
0,0,4,39,34,126,0.040,37,2,13,43,6,2,2,2,44.0,2,Nebraska,228.05,278.0,109.47,108.0,642.47,761.17,0.07,0.18,289.5,311.87,30.0,55.4,47.27,72.17,299.69,381.56,35.27,46.3,15.7,15.1,111.31,144.55,15.17,28.56,348.34,433.6,16.67,8.62
