Result,Attend,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp,Team A Kills,Team B Kills,Team A Errors,Team B Errors,Team A Total Attacks,Team B Total Attacks,Team A Hit Pct,Team B Hit Pct,Team A Assists,Team B Assists,Team A Aces,Team B Aces,Team A SErr,Team B SErr,Team A Digs,Team B Digs,Team A RErr,Team B RErr,Team A Block Solos,Team B Block Solos,Team A Block Assists,Team B Block Assists,Team A BErr,Team B BErr,Team A PTS,Team B PTS,Team A BHE,Team B BHE
0,0,3,40,22,122,0.148,40,2,3,51,9,0,2,0,43.0,2,Valparaiso,246.12,334.0,106.44,137.29,693.19,1001.35,0.15,0.15,267.71,355.87,35.25,32.31,52.43,46.86,344.07,489.0,26.79,36.82,13.8,18.5,73.92,111.54,11.5,17.31,353.04,438.0,19.17,12.38
0,0,4,38,27,132,0.083,37,8,5,47,11,2,8,1,52.0,2,Eastern Ill.,246.12,208.5,106.44,87.35,693.19,654.0,0.15,0.07,267.71,231.24,35.25,30.46,52.43,34.21,344.07,336.0,26.79,28.93,13.8,7.0,73.92,85.54,11.5,9.46,353.04,289.22,19.17,17.2
0,0,4,46,21,142,0.176,44,2,10,61,7,2,12,0,56.0,3,UConn,246.12,288.31,106.44,137.31,693.19,814.12,0.15,0.08,267.71,310.71,35.25,26.64,52.43,67.75,344.07,386.71,26.79,28.54,13.8,11.75,73.92,103.09,11.5,17.73,353.04,379.6,19.17,16.11
1,0,5,70,27,201,0.214,65,10,13,101,7,3,14,0,90.0,5,New Hampshire,246.12,203.8,106.44,88.15,693.19,596.0,0.15,0.06,267.71,255.2,35.25,32.83,52.43,35.36,344.07,294.89,26.79,36.18,13.8,10.31,73.92,54.06,11.5,9.83,353.04,279.81,19.17,10.92
0,0,4,55,27,162,0.173,53,5,11,60,3,3,8,1,67.0,1,Central Conn. St.,246.12,205.24,106.44,91.88,693.19,610.06,0.15,0.1,267.71,235.21,35.25,32.58,52.43,34.29,344.07,276.75,26.79,31.42,13.8,16.11,73.92,110.3,11.5,13.23,353.04,326.89,19.17,8.09
1,0,3,42,15,83,0.325,40,8,11,34,3,1,6,2,54.0,1,Manhattan,246.12,178.21,106.44,86.37,693.19,538.74,0.15,0.09,267.71,194.31,35.25,37.53,52.43,43.84,344.07,254.12,26.79,38.39,13.8,12.2,73.92,54.93,11.5,13.69,353.04,268.12,19.17,13.3
1,0,4,52,23,139,0.209,50,8,12,58,1,4,14,1,71.0,0,Quinnipiac,246.12,276.07,106.44,125.93,693.19,773.67,0.15,0.16,267.71,298.77,35.25,39.09,52.43,45.85,344.07,357.46,26.79,32.46,13.8,16.67,73.92,104.78,11.5,17.0,353.04,399.42,19.17,19.33
0,0,4,56,31,177,0.141,53,4,7,79,3,2,16,2,70.0,1,Fairfield,246.12,207.37,106.44,104.68,693.19,613.42,0.15,0.19,267.71,268.0,35.25,33.42,52.43,33.8,344.07,321.06,26.79,35.58,13.8,12.36,73.92,65.93,11.5,10.75,353.04,274.36,19.17,34.83
1,0,4,65,20,164,0.274,63,7,17,66,4,1,6,0,76.0,3,Canisius,246.12,226.0,106.44,83.61,693.19,619.06,0.15,0.12,267.71,267.14,35.25,35.54,52.43,51.75,344.07,306.19,26.79,33.46,13.8,10.33,73.92,81.9,11.5,10.56,353.04,314.53,19.17,9.0
1,0,4,64,23,162,0.253,64,8,14,67,5,0,2,0,73.0,1,Niagara,246.12,255.93,106.44,102.8,693.19,745.8,0.15,0.13,267.71,257.64,35.25,35.45,52.43,41.42,344.07,350.14,26.79,42.82,13.8,12.12,73.92,75.0,11.5,10.78,353.04,341.14,19.17,10.82
