BHE,Team A Kills,Team B Kills,Team A Errors,Team B Errors,Team A Total Attacks,Team B Total Attacks,Team A Hit Pct,Team B Hit Pct,Team A Assists,Team B Assists,Team A Aces,Team B Aces,Team A SErr,Team B SErr,Team A Digs,Team B Digs,Team A RErr,Team B RErr,Team A Block Solos,Team B Block Solos,Team A Block Assists,Team B Block Assists,Team A BErr,Team B BErr,Team A PTS,Team B PTS,Team A BHE,Team B BHE,Result,Attend,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS
1,246.26,263.88,105.58,109.12,677.11,718.29,0.11,0.29,313.29,277.73,30.77,27.08,38.8,46.33,305.53,313.38,37.92,25.0,16.2,21.14,78.13,118.69,12.75,13.0,323.72,358.16,15.0,11.89,0,0,3,25,24,91,0.011,24,0,4,30,7,1,6,2,29.0
2,246.26,278.39,105.58,111.11,677.11,727.33,0.11,0.24,313.29,361.15,30.77,31.58,38.8,42.73,305.53,311.53,37.92,38.09,16.2,16.67,78.13,116.69,12.75,15.85,323.72,393.66,15.0,6.33,0,0,3,35,19,103,0.155,32,2,6,31,2,0,12,0,43.0
0,246.26,288.8,105.58,124.73,677.11,876.33,0.11,0.13,313.29,338.83,30.77,26.33,38.8,39.85,305.53,466.54,37.92,28.77,16.2,10.4,78.13,125.5,12.75,15.3,323.72,384.25,15.0,14.5,0,0,4,57,28,153,0.190,54,4,7,46,2,1,16,6,70.0
0,246.26,264.0,105.58,115.31,677.11,785.44,0.11,0.18,313.29,305.38,30.77,25.67,38.8,38.92,305.53,400.86,37.92,31.45,16.2,14.44,78.13,97.27,12.75,15.1,323.72,371.21,15.0,14.56,0,0,4,46,18,139,0.201,45,7,8,65,6,0,14,3,60.0
0,246.26,267.95,105.58,104.53,677.11,710.21,0.11,0.19,313.29,293.44,30.77,27.08,38.8,44.0,305.53,308.5,37.92,29.91,16.2,14.33,78.13,98.77,12.75,11.08,323.72,347.61,15.0,4.78,0,0,4,38,26,144,0.083,35,2,7,54,6,2,14,1,49.0
0,246.26,215.15,105.58,95.6,677.11,646.25,0.11,0.16,313.29,283.5,30.77,37.85,38.8,34.31,305.53,321.67,37.92,35.0,16.2,15.3,78.13,72.0,12.75,9.73,323.72,298.89,15.0,10.88,0,0,5,59,25,170,0.200,54,4,6,74,6,1,16,5,72.0
3,246.26,199.29,105.58,97.62,677.11,566.81,0.11,0.1,313.29,244.81,30.77,34.07,38.8,42.25,305.53,281.0,37.92,36.43,16.2,18.44,78.13,92.21,12.75,11.67,323.72,288.08,15.0,18.57,1,0,4,58,22,132,0.273,56,6,6,44,3,4,10,3,73.0
10/,246.26,228.05,105.58,109.47,677.11,642.47,0.11,0.07,313.29,289.5,30.77,30.0,38.8,47.27,305.53,299.69,37.92,35.27,16.2,15.7,78.13,111.31,12.75,15.17,323.72,348.34,15.0,16.67,0,0,5,65,22,158,0.272,64,4,8,74,7,1,26,1,83.0
2,246.26,284.0,105.58,131.19,677.11,850.25,0.11,0.15,313.29,281.07,30.77,34.07,38.8,50.93,305.53,386.27,37.92,42.0,16.2,22.91,78.13,101.64,12.75,13.42,323.72,388.8,15.0,10.29,1,0,4,55,21,153,0.222,52,4,5,70,5,3,20,0,72.0
3,246.26,293.07,105.58,120.13,677.11,865.0,0.11,0.17,313.29,316.62,30.77,32.83,38.8,46.67,305.53,428.93,37.92,31.33,16.2,14.55,78.13,78.67,12.75,13.73,323.72,387.29,15.0,14.88,0,0,4,48,23,153,0.163,46,2,1,64,9,1,10,1,56.0
2,246.26,230.65,105.58,94.95,677.11,675.65,0.11,0.18,313.29,305.93,30.77,33.25,38.8,32.94,305.53,339.89,37.92,29.57,16.2,15.09,78.13,82.69,12.75,12.42,323.72,336.21,15.0,15.29,1,0,5,72,28,199,0.221,67,4,6,88,3,3,26,3,92.0/
0,246.26,241.75,105.58,108.25,677.11,688.38,0.11,0.16,313.29,277.92,30.77,33.58,38.8,39.77,305.53,304.2,37.92,40.27,16.2,14.33,78.13,113.33,12.75,14.78,323.72,377.69,15.0,8.44,0,0,4,46,24,135,0.163,42,3,3,62,10,3,16,0,60.0
1,246.26,230.18,105.58,101.76,677.11,632.35,0.11,0.23,313.29,226.06,30.77,36.77,38.8,43.67,305.53,276.69,37.92,44.0,16.2,9.9,78.13,81.54,12.75,8.38,323.72,313.75,15.0,17.43,1,0,5,49,21,138,0.203,47,7,3,56,10,2,15,1,65.5
0,246.26,247.24,105.58,89.59,677.11,608.29,0.11,0.25,313.29,284.07,30.77,40.64,38.8,40.0,305.53,279.2,37.92,27.71,16.2,13.85,78.13,74.18,12.75,12.0,323.72,327.38,15.0,8.17,0,0,3,26,10,80,0.200,25,2,2,32,11,2,9,0,34.5
0,246.26,218.11,105.58,107.47,677.11,660.42,0.11,0.22,313.29,227.88,30.77,32.46,38.8,37.6,305.53,332.0,37.92,34.08,16.2,15.64,78.13,85.21,12.75,13.36,323.72,313.79,15.0,21.33,1,0,3,51,13,120,0.317,49,6,8,50,2,1,8,0,62.0
2,246.26,220.85,105.58,94.15,677.11,582.95,0.11,0.24,313.29,230.89,30.77,36.54,38.8,52.56,305.53,242.84,37.92,28.71,16.2,13.29,78.13,79.27,12.75,11.5,323.72,315.14,15.0,11.7,0,0,3,30,18,99,0.121,28,2,4,32,4,1,10,0,38.0
