Result,Attend,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp,Team A Kills,Team B Kills,Team A Errors,Team B Errors,Team A Total Attacks,Team B Total Attacks,Team A Hit Pct,Team B Hit Pct,Team A Assists,Team B Assists,Team A Aces,Team B Aces,Team A SErr,Team B SErr,Team A Digs,Team B Digs,Team A RErr,Team B RErr,Team A Block Solos,Team B Block Solos,Team A Block Assists,Team B Block Assists,Team A BErr,Team B BErr,Team A PTS,Team B PTS,Team A BHE,Team B BHE
1,0,3,49,15,123,0.276,49,3,7,75,4,1,10,4,58.0,0,Central Conn. St.,297.94,205.24,118.35,91.88,850.76,610.06,0.2,0.1,339.64,235.21,39.83,32.58,51.64,34.29,419.69,276.75,37.92,31.42,15.9,16.11,89.0,110.3,13.4,13.23,392.53,326.89,12.38,8.09
1,0,3,41,11,99,0.303,40,7,9,40,3,2,16,3,58.0,1,Fordham,297.94,219.56,118.35,93.06,850.76,641.22,0.2,0.11,339.64,246.2,39.83,26.36,51.64,38.0,419.69,316.19,37.92,34.0,15.9,10.14,89.0,96.92,13.4,13.5,392.53,310.84,12.38,27.0
1,0,3,38,10,96,0.292,38,6,7,48,2,0,8,1,48.0,0,Manhattan,297.94,178.21,118.35,86.37,850.76,538.74,0.2,0.09,339.64,194.31,39.83,37.53,51.64,43.84,419.69,254.12,37.92,38.39,15.9,12.2,89.0,54.93,13.4,13.69,392.53,268.12,12.38,13.3
0,0,3,22,20,99,0.020,22,5,3,30,4,1,12,2,34.0,1,Michigan,297.94,228.67,118.35,95.81,850.76,628.62,0.2,0.21,339.64,252.5,39.83,32.92,51.64,40.12,419.69,298.37,37.92,34.45,15.9,20.89,89.0,96.77,13.4,18.09,392.53,318.26,12.38,8.6
1,0,4,56,18,170,0.224,53,2,8,82,2,1,18,2,68.0,0,Cleveland St.,297.94,226.26,118.35,102.42,850.76,706.58,0.2,0.13,339.64,270.27,39.83,20.33,51.64,33.56,419.69,377.18,37.92,23.85,15.9,14.56,89.0,132.36,13.4,17.0,392.53,321.35,12.38,9.86
1,0,4,62,25,184,0.201,59,5,8,94,4,4,14,1,78.0,0,Harvard,297.94,166.37,118.35,83.95,850.76,498.63,0.2,0.15,339.64,196.6,39.83,35.5,51.64,41.67,419.69,221.83,37.92,26.92,15.9,19.0,89.0,70.86,13.4,15.0,392.53,246.06,12.38,14.75
0,0,4,52,18,162,0.210,51,2,9,78,10,1,19,1,64.5,2,Purdue Fort Wayne,297.94,265.39,118.35,112.06,850.76,751.83,0.2,0.05,339.64,298.6,39.83,36.4,51.64,74.2,419.69,390.93,37.92,24.14,15.9,13.1,89.0,107.45,13.4,13.18,392.53,366.44,12.38,8.86
1,0,3,43,6,86,0.430,40,7,6,51,1,0,4,0,52.0,0,Norfolk St.,297.94,107.0,118.35,53.76,850.76,294.48,0.2,0.03,339.64,135.67,39.83,28.23,51.64,33.31,419.69,129.78,37.92,31.62,15.9,14.0,89.0,34.46,13.4,10.89,392.53,172.71,12.38,5.92
1,0,3,35,11,79,0.304,35,8,5,44,7,1,6,0,47.0,1,Savannah St.,297.94,131.0,118.35,75.94,850.76,390.33,0.2,0.04,339.64,183.83,39.83,29.86,51.64,37.2,419.69,159.88,37.92,31.19,15.9,12.22,89.0,48.15,13.4,10.0,392.53,188.18,12.38,13.45
1,0,3,51,14,105,0.352,46,10,2,50,3,2,4,1,65.0,0,William & Mary,297.94,181.71,118.35,90.18,850.76,521.82,0.2,0.1,339.64,220.85,39.83,29.57,51.64,31.53,419.69,223.19,37.92,34.0,15.9,11.89,89.0,55.5,13.4,6.33,392.53,249.91,12.38,9.75
