Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
1,3,46,21,110,0.227,41,6,4,42,3,0,6,4,55.0,0,Eastern Mich.
1,3,35,14,75,0.280,31,6,5,28,2,4,29,2,59.5,0,Sacred Heart
1,3,32,7,73,0.342,26,10,10,29,0,3,12,1,51.0,1,Delaware St.
0,3,39,15,125,0.192,38,1,4,55,2,2,15,3,49.5,2,Kansas
1,4,60,23,168,0.220,58,0,8,61,7,1,24,1,73.0,2,Arkansas
1,3,38,18,83,0.241,35,8,5,29,0,0,18,1,55.0,1,Chicago St.
1,5,62,22,154,0.260,61,7,7,68,9,1,31,1,85.5,0,Princeton
0,5,50,26,159,0.151,48,3,9,56,4,1,22,2,65.0,1,Towson
1,3,45,14,102,0.304,39,5,7,37,3,1,13,2,57.5,1,Georgetown
0,3,29,25,97,0.041,29,0,9,35,2,1,19,4,39.5,1,Washington
0,3,38,20,131,0.137,34,5,13,46,6,1,10,3,49.0,1,Southern California
1,4,65,19,154,0.299,62,6,10,63,5,2,24,6,85.0,1,Oklahoma
0,3,26,23,107,0.028,25,2,3,41,6,1,6,2,32.0,1,Minnesota
0,3,30,22,104,0.077,30,1,8,37,5,0,16,5,39.0,0,Wisconsin
0,3,30,24,110,0.055,26,5,7,30,4,2,10,2,42.0,0,Iowa
0,5,60,31,167,0.174,52,11,14,55,5,1,16,2,80.0,7/,Illinois
0,4,45,21,125,0.192,43,0,8,44,5,8,14,3,60.0,0,Michigan
0,4,40,25,115,0.130,39,7,5,47,6,1,8,1,52.0,3,Michigan St.
0,3,40,19,116,0.181,35,2,8,42,1,1,6,1,46.0,1,Iowa
0,3,30,22,99,0.081,28,1,6,28,4,0,6,0,34.0,3,Nebraska
0,5,58,23,167,0.210,50,2,10,63,4,2,21,4,72.5,6,Michigan
1,3,45,18,108,0.250,43,7,4,41,2,0,16,1,60.0,2,Rutgers
1,5,58,28,175,0.171,56,8,11,67,5,1,28,2,81.0,0,Ohio St.
0,3,23,21,102,0.020,23,4,3,37,1,0,10,2,32.0,0,Ohio St.
0,4,54,22,154,0.208,48,3,12,57,2,1,12,2,64.0,2,Purdue
0,3,37,24,109,0.119,35,4,8,34,1,3,4,1,46.0,0,Minnesota
0,4,45,21,145,0.166,44,1,11,66,8,3,16,4,57.0,2,Penn St.
1,3,37,12,94,0.266,35,13,8,27,5,0,10,0,55.0,2,Rutgers
0,3,41,24,124,0.137,40,4,2,47,3,2,2,1,48.0,2,Illinois
0,3,34,16,112,0.161,33,6,7,43,7,1,12,1,47.0,0,Northwestern
0,5,59,28,167,0.186,51,7,15,53,3,1,10,1,72.0,3,Purdue
1,3,47,12,112,0.312,41,2,6,46,3,4,12,0,59.0,1,Indiana
