Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
1,4,51,20,152,0.204,43,6,13,66,1,1,15,1,65.5,0,Furman
1,3,38,12,100,0.260,33,5,6,52,4,3,16,0,54.0,2,Auburn
0,4,58,30,191,0.147,56,2,10,86,3,0,17,0,68.5,1,Georgia Tech
0,4,48,24,159,0.151,44,3,13,81,3,2,22,1,64.0,3,UCLA
0,3,32,16,93,0.172,31,5,15,32,7,0,14,1,44.0,0,Hawaii
0,3,31,19,111,0.108,30,6,12,42,3,2,12,0,45.0,0,Missouri St.
1,5,65,16,182,0.269,61,6,12,85,3,1,20,4,82.0,1,Northern Colo.
0,4,59,22,147,0.252,58,5,9,63,6,3,11,3,72.5,0,South Dakota
1,5,64,26,182,0.209,62,4,9,79,4,1,21,4,79.5,0,Oregon St.
1,4,62,31,181,0.171,59,3,6,79,2,3,22,0,79.0,1,West Virginia
1,3,45,10,89,0.393,39,6,2,38,1,2,16,1,61.0,1,California
0,3,42,20,123,0.179,39,3,6,47,2,1,0,3,46.0,0,Stanford
1,4,61,14,146,0.322,52,5,10,70,2,3,16,1,77.0,2,Portland
1,3,50,16,118,0.288,48,6,10,51,5,1,14,1,64.0,0,Gonzaga
1,5,63,28,180,0.194,56,7,13,73,3,0,14,3,77.0,3,Santa Clara
0,3,33,19,102,0.137,29,4,6,38,7,1,8,1,42.0,2,Pepperdine
0,5,58,20,135,0.281,57,11,13,38,3,0,29,1,83.5,0,San Diego
0,3,36,24,102,0.118,35,3,7,35,4,0,8,2,43.0,2,BYU
1,3,36,13,110,0.209,33,6,3,42,3,1,8,2,47.0,0,Santa Clara
1,3,45,11,94,0.362,42,2,5,44,1,0,10,2,52.0,0,San Francisco
0,5,65,33,195,0.164,64,8,8,81,3,2,10,8/,80.0,0,Pepperdine
0,3,38,16,104,0.212,38,3,5,50,4,0,8,0,45.0,3,BYU
0,3,35,14,112,0.188,34,3,7,40,3,0,10,0,43.0,2,San Diego
0,4,50,33,160,0.106,47,3,11,69,2,0,28,1,67.0,4,Gonzaga
0,3,44,17,108,0.250,41,4,9,53,4,1,0,2,49.0,3,Portland
1,3,42,20,92,0.239,41,5,9,39,1,0,16,0,55.0,2,San Francisco
