Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
0,3,17,20,82,-0.037,16,0,8,29,8,0,4,3,19.0,0,James Madison
0,3,35,21,118,0.119,35,2,8,56,5,0,4,1,39.0,1,Holy Cross
0,3,23,16,94,0.074,23,2,6,32,14,2,6,0,30.0,1,Georgia St.
0,3,25,14,88,0.125,23,2,9,23,8,0,4,3,29.0,0,UNC Asheville
0,3,24,20,99,0.040,21,4,7,30,8,1,12,1,35.0,1,Stetson
1,4,48,23,131,0.191,46,1,10,46,9,1,8,1,54.0,2,Alabama A&M
0,3,28,22,116,0.052,25,3,7,42,5,0,8,1,35.0,0,Elon
0,3,32,22,105,0.095,32,3,9,30,3,0,0,3,35.0,0,Winthrop
0,3,18,24,105,-0.057,15,6,2,46,5,0,10,1,29.0,2,Gardner-Webb
1,3,29,9,90,0.222,27,5,5,55,4,5,18,4,48.0,0,Savannah St.
0,3,19,21,70,-0.029,18,0,4,20,3,2,4,1,23.0,2,Florida A&M
0,3,28,21,103,0.068,26,5,3,34,7,0,9,1,37.5,1,Bethune-Cookman
0,3,22,17,92,0.054,18,3,4,34,3,0,2,3,26.0,1,Winthrop
0,3,16,23,91,-0.077,16,1,6,36,6,1,0,0,18.0,0,Gardner-Webb
0,5,48,28,181,0.110,46,3,12,78,5,1,24,0,64.0,2,N.C. A&T
1,4,60,18,126,0.333,53,7,7,51,5,2,10,0,74.0,0,Savannah St.
0,3,26,14,94,0.128,25,2,4,33,4,1,6,5,32.0,0,Elon
0,3,26,17,94,0.096,22,0,5,31,8,4,6,0,33.0,2,Florida A&M
0,3,17,15,81,0.025,17,5,4,33,6,2,6,5,27.0,2,Bethune-Cookman
1,5,49,37,205,0.059,48,9,14,88,4,3,8,0,65.0,1,N.C. A&T
0,3,23,21,98,0.020,21,2,6,46,6,0,6,3,28.0,2,Howard
