Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
1,3,45,9,93,0.387,42,9,15,43,2,2,16,1,64.0,2,North Dakota St.
1,4,59,20,149,0.262,50,6,8,68,2,5,16,1,78.0,0,Northern Colo.
1,4,58,16,141,0.298,51,4,10,49,3,2,16,0,72.0,0,Baylor
0,3,36,18,111,0.162,34,3,11,47,5,1,13,3,46.5,0,UC Santa Barbara
0,5,60,20,142,0.282,54,3,14,58,5,5,28,4,82.0,0,Pittsburgh
0,3,40,16,104,0.231,38,2,10,30,7,1,4,3,45.0,0,Wichita St.
0,3,35,19,98,0.163,31,7,5,32,4,1,16,1,51.0,1,Texas
1,3,43,5,76,0.500,41,4,11,37,2,2,16,0,57.0,0,New Orleans
1,3,45,12,91,0.363,44,6,9,39,4,0,25,0,63.5,0,Chicago St.
0,4,52,20,145,0.221,47,2,8,49,7,4,22,0,69.0,0,Colorado
1,4,69,19,148,0.338,66,4,15,45,2,3,20,2,86.0,1,Fresno St.
1,3,44,10,94,0.362,43,3,9,26,1,2,22,1,60.0,0,San Jose St.
1,3,50,13,119,0.311,47,5,5,48,1,0,16,4,63.0,0,Utah St.
1,3,43,8,90,0.389,40,3,11,36,10,2,20,0,58.0,0,New Mexico
1,4,56,13,116,0.371,52,3,11,49,4,1,20,3,70.0,0,UNLV
1,3,45,7,92,0.413,41,4,2,41,2,1,10,0,55.0,3,Nevada
1,3,36,10,81,0.321,36,3,5,30,4,3,14,0,49.0,0,San Diego St.
0,5,56,25,142,0.218,52,9,16/,56,2,5,30,0,85.0,1,San Jose St.
1,3,44,16,107,0.262,39,4,7,34,1,1,12,0,55.0,1,Fresno St.
0,4,51,28,129,0.178,46,4,7,38,4,5,22,4,71.0,0,Wyoming
1,3,43,8,100,0.350,43,4,2,44,1,5,10,1,57.0,0,Utah St.
1,5,68,17,161,0.317,63,2,6,66,3,5,12,4,81.0,2,UNLV
1,5,59,16,148,0.291,59,4,9,62,6,5,34,1,85.0,1,New Mexico
1,5,52,28,142,0.169,49,8,13,41,3,1,34,1,78.0,0,San Diego St.
1,3,43,11,87,0.368,40,5,7,30,2,3,23,2,62.5,0,Nevada
0,5,54,20,160,0.212,49,8,7,64,5,2,18,4,73.0,0,Boise St.
1,3,30,10,49,0.408,30,6,2,18,4,1,30,1,52.0,0,Air Force
1,5,77/,28,194,0.253,76/,3,9,74,5,5,24,4,97.0/,4,Wyoming
0,4,44,25,159,0.119,42,2,7,63,6,1,18,4,56.0,2,Kentucky
