Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
0,4,56,19,153,0.242,54,5,10,66,5,3,6,2,67.0,2,Cleveland St.
1,3,44,13,111,0.279,44,9,8,55,3,4,10,0,62.0,0,Seton Hall
0,3,38,21,121,0.140,36,2,6,51,5,1,6,2,44.0,0,Notre Dame
1,5,72,25,177,0.266,69,2,15,71,3,2,8,0,80.0,0,Purdue Fort Wayne
0,4,53,20,165,0.200,48,3,5,86,8,2,4,0,60.0,0,Northern Ariz.
0,3,29,18,95,0.116,28,5,3,25,5,2,4,1,38.0,3,UCF
0,3,40,22,104,0.173,39,3,7,49,2,1,2,0,45.0,3,Southern Ill.
0,4,46,20,134,0.194,44,1,7,45,4,5,6,0,55.0,0,Tennessee
1,4,66,17,159,0.308,65,3,12,78,5,5,6,0,77.0,0,Xavier
0,5,58,22,144,0.250,56,3,11,74,8,7,10,0,73.0,0,Milwaukee
0,3,34,28,101,0.059,34,3,2,30,6,0,8,2,41.0,0,Oakland
1,4,57,13,124,0.355,53,8,7,52,2,3,10,2,73.0,2,Bradley
1,5,72,24,181,0.265,66,4,4,76,8,4,10,4,85.0,0,Indiana St.
0,4,47,21,129,0.202,47,4,8,52,10,2,6,3,56.0,0,Northern Ill.
0,4,46,21,153,0.163,42,7,7,63,8,3,12,0,62.0,0,Eastern Mich.
0,5,39,16,135,0.170,34,4,13,56,8,6,23,0,60.5,1,Central Mich.
1,3,33,6,87,0.310,32,9,4,42,2,5,6,0,50.0,0,Toledo
0,4,51,25,160,0.163,50,3,8,77,4,5,10,1,64.0,0,Ball St.
1,3,44,16,113,0.248,41,3,9,45,6,1,10,0,53.0,0,Akron
1,4,62,23,177,0.220,54,6,8,62,5,3,8,0,75.0,0,Buffalo
0,5,71,18,197,0.269,65,3,13,84,8,3,10,5,82.0,3,Kent St.
0,3,26,22,116,0.034,24,3,1,57,6,2,12,0,37.0,0,Ohio
0,4,55,22,151,0.219,52,6,11,51,6,6,4,0,69.0,0,Northern Ill.
0,3,36,19,127,0.134,35,3,6,57,5,3,8,3,46.0,1,Bowling Green
1,3,41,5,86,0.419,37,4,6,30,1,4,10,0,54.0,0,Central Mich.
1,4,59,17,175,0.240,55,4,10,65,8,5,10,0,73.0,0,Eastern Mich.
0,4,47,31,165,0.097,41,2,4,77,6,2,16,0,59.0,1,Ball St.
1,4,60,19,169,0.243,56,5,9,79,4,1,8,0,70.0,0,Toledo
1,3,48,8,108,0.370,45,3,4,55,4,1,16,0,60.0,3,Ball St.
0,4,51,30,162,0.130,48,2,2,65,10,2,10,0,60.0,2,Bowling Green
