Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
1,3,33,20,95,0.137,31,5,7,39,2,2,8,0,44.0,1,Providence
1,3,36,24,109,0.110,33,5,3,42,3,0,25,3,53.5,3,Manhattan
0,5,70,27,182,0.236,70,3,5,79,9,0,34,0,90.0,1,Southern Utah
1,4,54,31,172,0.134,52,8,4,67,4,3,22,4,76.0,2,North Texas
0,4,64,30,169,0.201,60,5,2,79,4,0,12,1,75.0,3,Utah Valley
1,5,50,29,146,0.144,45,8,10,51,10,2,14,1,67.0,0,Houston
0,4,44,25,137,0.139,43,5,9,44,2,1,22,0,61.0,0,Houston Baptist
0,5,61,29,182,0.176,59,10,7,61,5,2,14,3,80.0,0,Long Beach St.
1,5,55,28,176,0.153,51,2,3,85,1,1,36/,5,76.0,0,Cal St. Fullerton
0,3,35,14,112,0.188,33,4,2,46,4,3,13,3,48.5,0,UC Santa Barbara
0,3,33,33,92,0,32,1,4,33,5,2,6,0,39.0,0,Wyoming
0,3,43,25,103,0.175,40,1,3,34,3,2,6,1,49.0,1,Colorado St.
1,5,74,23,164,0.311,69,6,13,57,10,1,18,4,90.0,3,New Mexico
0,5,65,33,177,0.181,64,2,4,87,8,3,22,1,81.0,4,UNLV
0,3,29,24,89,0.056,26,3,5,25,4,1,8,0,37.0,2,Nevada
0,3,31,19,90,0.133,30,2,4,29,2,2,15,2,42.5,1,San Diego St.
0,3,35,17,124,0.145,31,2,2,49,6,2,6,4,42.0,0,Boise St.
1,3,39,14,99,0.253,36,7,3,39,3,0,14,1,53.0,1,Air Force
1,5,51,31,148,0.135,50,2,9,54,9,2,18,1,64.0,1,Colorado St.
0,3,33,30,116,0.026,32,1,3,42,4,0,6,1,37.0,0,Wyoming
0,3,34,26,109,0.073,32,1,5,47,3,0,12,0,41.0,2,UNLV
0,3,31,25,110,0.055,29,0,3,47,5,2,12,2,39.0,1,New Mexico
1,4,49,23,129,0.202,46,8,10,52,4,3,16,2,68.0,5/,San Diego St.
0,3,42,23,119,0.160,40,0,6,41,2,2,12,1,50.0,2,Nevada
1,5,61,26,138,0.254,55,6,10,48,7,3,25,2,82.5,3,Air Force
0,3,28,14,94,0.149,26,1,3,30,5,0,6,0,32.0,2,Boise St.
0,3,36,16,104,0.192,35,3,5,33,4,0,16,1,47.0,0,Utah St.
0,4,55,26,138,0.210,51,5,12,54,8,1,17,0,69.5,4,Fresno St.
