Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
0,3,40,19,123,0.171,39,0,5,65,4,0,4,5,42.0,2,LSU
0,5,56,36,168,0.119,51,1,12,65,9,1,6,2,61.0,1,Duke
0,5,57,38,184,0.103,52,1,4,73,5,0,10,4,63.0,3,UNC Greensboro
0,5,45,31,167,0.084,43,8,5,75,5,2,14,4,62.0,0,Eastern Wash.
1,4,45,27,142,0.127,41,6,9,65,7,6,16,3,65.0,1,Cal St. Fullerton
0,4,71,29,178,0.236,68,3,7,72,6,3,6,0,80.0,1,Youngstown St.
1,3,44,11,96,0.344,40,5,2,39,0,4,4,1,55.0,0,Canisius
1,4,59,13,148,0.311,52,3,8,57,2,3,7,0,68.5,0,Akron
0,3,38,17,115,0.183,35,3,5,45,2,3,4,1,46.0,1,Navy
1,3,42,15,93,0.290,39,3,7,51,0,0,10,0,50.0,4,Iona
0,4,55,30,200,0.125,52,1,4,93,0,0,8,3,60.0,2,Tennessee Tech
0,3,44,25,106,0.179,42,2,9,40,4,4,4,2,52.0,0,Jacksonville St.
1,3,48,16,111,0.288,43,2,5,42,2,3,6,0,56.0,1,Morehead St.
0,4,40,27,135,0.096,35,6,2,46,5,3,18,0,58.0,3,Austin Peay
1,3,50,11,127,0.307,45,3,8,47,1,1,10,0,59.0,3,Tennessee St.
0,5,51,31,176,0.114,49,3,4,86,4,3,16,0,65.0,5,Belmont
1,5,72,30,197,0.213,70,7,10,92,2,2,12,2,87.0,1,Eastern Ill.
0,3,26,25,121,0.008,21,2,4,46,4,2,8,1,34.0,2,SIUE
1,5,59,24,186,0.188,56,6,8,86,4,1,14,0,73.0,2,Southeast Mo. St.
1,4,51,9,111,0.378,41,8,7,43,3,2,24,0,73.0,0,UT Martin
1,5,71,37,185,0.184,67,6,7,66,2,1,16,0,86.0,3,Jacksonville St.
1,3,38,10,103,0.272,35,3,7,54,1,6,12,0,53.0,0,Tennessee Tech
1,5,47,28,157,0.121,44,9,4,57,8,1,18,7,66.0,0,Morehead St.
0,4,50,18,146,0.219,47,6,7,65,8,4,16,4,68.0,1,Murray St.
0,5,63,29,180,0.189,58,5,8,81,6,0,8,3,72.0,1,Belmont
1,4,55,24,140,0.221,53,12,14,50,2,1,10,1,73.0,1,Tennessee St.
1,4,60,27,172,0.192,58,5,11,74,3,0,18,1,74.0,1,Belmont
0,4,42,29,159,0.082,42,6,3,65,7,4,4,4,54.0,0,Murray St.
