Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
0,5,46,22,144,0.167,44,1,4,69,11,1,16,2,56.0,0,Akron
0,3,23,19,88,0.045,23,3,5,39,7,1,4,2,29.0,0,Bradley
0,3,28,26,110,0.018,25,3,4,27,4,1,12,0,38.0,0,Milwaukee
0,4,31,31,134,0,30,0,6,54,5,3,6,2,37.0,1,Iowa
0,5,52,34,161,0.112,45,6,10,65,9,2,20,4,70.0,0,Oakland
0,3,23,21,93,0.022,21,0,1,35,5,0,4,0,25.0,0,Butler
0,4,44,39/,186,0.027,41,5,8,93,2,3,10,1,57.0,4,Eastern Ill.
0,3,29,24,105,0.048,29,3,7,43,4,2,8,1,38.0,2,Green Bay
0,5,52,26,175,0.149,48,3,5,92,5,3,12,4,64.0,2,McNeese
0,3,22,20,91,0.022,22,2,1,31,9,1,10,5,30.0,3,Missouri St.
1,4,52,23,155,0.187,49,7,11,66,4,1,14,3,67.0,2,Chicago St.
1,5,58,21,171,0.216,53,7,8,71,9,1,10,4,71.0,3,Drake
0,4,33,28,144,0.035,31,5,5,65,6,2,20,0,50.0,5,Weber St.
1,3,40,11,112,0.259,38,6,7,59,1,0,16,1,54.0,1,Southeast Mo. St.
0,4,35,17,129,0.140,34,9,6,58,8,1,6,2,48.0,0,Saint Louis
0,3,30,18,123,0.098,29,8,7,61,4,2,10,1,45.0,1,South Dakota
0,3,25,22,115,0.026,23,1,2,51,3,0,8,3,30.0,2,Purdue Fort Wayne
1,4,45,20,166,0.151,43,9,3,94,3,4,12,1,64.0,1,Omaha
0,3,31,16,105,0.143,29,4,6,51,8,0,0,1,35.0,4,IUPUI
0,4,45,32,179,0.073,42,4,4,88,4,2,10,2,56.0,2,North Dakota St.
0,3,35,25,139,0.072,32,2,6,77,5,1,8,0,42.0,0,Valparaiso
0,3,22,17,91,0.055,20,2,5,47,7,0,6,2,27.0,1,Oral Roberts
0,3,35,16,104,0.183,32,1,9,36,4,1,2,1,38.0,1,Denver
0,5,47,37,176,0.057,47,8,12,90,9,1,14,2,63.0,5,South Dakota St.
0,3,26,15,91,0.121,25,4,3,40,8,1,4,2,33.0,0,Purdue Fort Wayne
0,3,20,14,80,0.075,19,1,4,26,10,3,0,3,24.0,3,Denver
0,3,27,16,120,0.092,25,3,4,49,5,0,6,0,33.0,1,North Dakota St.
0,3,26,15,107,0.103,24,1,9,44,5,0,6,4,30.0,0,South Dakota
0,3,21,17,83,0.048,18,2,4,34,7,1,10,4,29.0,4,Oral Roberts
0,5,47,23,155,0.155,47,10,13,69,9,2,12,5,65.0,3,South Dakota St.
0,3,31,18,94,0.138,29,4,6,33,1,1,8,0,40.0,3,IUPUI
0,5,47,23,160,0.150,46,5,8,72,10,3,6,4,58.0,4,Omaha
