Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
0,3,31,25,107,0.056,30,6,6,43,8,2,2,2,40.0,0,Weber St.
0,3,33,20,95,0.137,30,7,8,42,5,0,6,4,43.0,0,Houston
1,5,64,19,143,0.315,59,2,13,58,9,0,16,1,74.0,0,Louisiana
0,3,28,18,107,0.093,27,2,3,52,5,0,12,2,36.0,1,Rice
1,3,44,15,112,0.259,44,7,3,56,4,1,20,5,62.0,0,Penn
1,4,52,22,135,0.222,49,2,14,56,2,4,24,3,70.0,1,North Florida
1,4,54,22,144,0.222,52,2,6,54,3,0,20,0,66.0,1,Toledo
0,4,64,30,202,0.168,58,6,8,90,13,0,6,4,73.0,0,Northern Colo.
1,3,42,12,102,0.294,41,10,6,51,4,2,12,1,60.0,0,Prairie View
1,3,30,10,83,0.241,27,4,4,48,3,0,14,0,41.0,0,Houston
1,4,62,28,141,0.241,60,2,8,60,5,2,12,0,72.0,1,San Jose St.
0,4,52,34,134,0.134,48,4,13,59,12,0,12,3,62.0,1,New Mexico
0,4,57,28,142,0.204,54,5,5,49,11,0,12,1,68.0,0,Samford
0,5,59,40/,181,0.105,57,6,8,77,2,0,4,2,67.0,1,UT Arlington
1,3,43,12,100,0.310,38,4,2,48,4,0,10,1,52.0,0,New Orleans
1,5,51,23,181,0.155,48,8,10,92,1,0,26,1,72.0,0,Southeastern La.
1,4,51,17,137,0.248,48,12,7,64,0,2,14,1,72.0,3,Texas Southern
0,5,66,24,167,0.251,65,6,10,71,7,2,18,3,83.0,4,Lamar University
1,4,53,28,159,0.157,49,3,7,74,6,1,29,3,71.5,2,Northwestern St.
1,4,57,22,150,0.233,55,2,6,71,2,2,6,0,64.0,1,Central Ark.
0,4,57,18,158,0.247,52,6,6,65,4,3,10,1,71.0,2,A&M-Corpus Christi
1,5,63,24,187,0.209,56,4,9,90,4,1,21,2,78.5,0,McNeese
1,5,77,20,173,0.329,70,8,12,83,8,0,10,1,90.0,1,Nicholls St.
1,3,46,15,119,0.261,45,2,6,58,3,0,20,0,58.0,2,Sam Houston St.
0,3,40,31,143,0.063,38,2,5,73,3,1,12,4,49.0,0,SFA
0,5,82,29,193,0.275,79,3,2,83,3,3,10,2,93.0,2,Lamar University
0,4,42,21,144,0.146,41,2,8,64,3,0,22,3,55.0,3,A&M-Corpus Christi
0,4,54,24,156,0.192,50,6,10,73,5,1,14,1,68.0,2,Central Ark.
