Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
0,5,56,25,167,0.186,52,5,9,71,2,0,10,1,66.0,1,Xavier
1,5,59,29,156,0.192,56,5,8,53,3,0,10,1,69.0,3,Illinois
1,3,44,21,116,0.198,38,4,13,55,3,1,6,1,52.0,0,Arkansas
0,3,36,17,111,0.171,34,2,6,46,5,1,6,0,42.0,0,Hawaii
0,4,43,25,147,0.122,40,3,6,61,1,2,14,2,55.0,0,UCLA
1,3,40,12,99,0.283,38,3,5,54,6,1,14,0,51.0,1,Pacific
1,3,48,12,104,0.346,48,4,6,50,0,3,4,1,57.0,5,McNeese
1,5,59,24,182,0.192,53,5,8,89,6,2,18,0,75.0,0,Ohio St.
1,3,42,12,87,0.345,41,9,5,41,2,0,8,0,55.0,0,Western Ill.
1,4,62,23,177,0.220,60,4,6,80,2,1,6,1,70.0,0,IUPUI
1,4,51,22,125,0.232,49,4,10,50,1,2,14,1,64.0,0,Arkansas St.
1,3,50,14,117,0.308,49,3,5,55,2,1,16,0,62.0,2,Milwaukee
0,3,30,16,106,0.132,28,3,5,40,4,1,12,2,40.0,2,Iowa St.
0,4,49,25,164,0.146,47,4,4,70,3,1,8,2,58.0,1,Marquette
0,5,57,23,166,0.205,55,3,8,70,5,3,8,4,67.0,1,Wichita St.
0,5,65,24,161,0.255,63,4,11,66,3,0,10,4,74.0,1,Southern Ill.
1,5,67,30,190,0.195,58,5,4,79,5,5,6,2,80.0,2,UNI
1,5,68,29,175,0.223,64,3,7,71,3,1,20,1,82.0,3,Drake
1,3,41,14,109,0.248,38,2,7,58,0,5,14,0,55.0,0,Bradley
1,3,44,8,91,0.396,41,3,7,45,1,0,8,0,51.0,1,Loyola Chicago
1,3,45,11,90,0.378,44,7,4,51,1,0,4,0,54.0,0,Evansville
1,5,68,25,197,0.218,63,5,3,83,6,1,8,1,78.0,1,Illinois St.
1,3,48,9,99,0.394,46,8,7,39,3,1,8,0,61.0,2,Indiana St.
1,4,48,19,145,0.200,45,4,10,61,1,4,12,2,62.0,0,Wichita St.
1,3,50,9,139,0.295,47,5,4,71,2,0,10,1,60.0,2,Drake
1,4,63,20,162,0.265,58,1,8,78,4,4,6,2,71.0,3,UNI
1,3,54,14,124,0.323,51,1,2,63,1,2,6,1,60.0,2,Bradley
1,3,38,8,97,0.309,37,5,3,54,2,2,10,2,50.0,0,Loyola Chicago
1,3,50,9,103,0.398,45,5,8,51,1,3,6,1,61.0,2,Indiana St.
1,4,53,16,167,0.222,48,11,7,97,4,1,10,2,70.0,1,Illinois St.
1,3,45,14,120,0.258,43,9,3,56,3,0,10,0,59.0,0,Evansville
1,5,63,27,173,0.208,57,5,13,68,6,1,10,0,74.0,2,Southern Ill.
1,5,59,23,194,0.186,57,7,5,91,5,3,14,2,76.0,0,Illinois St.
0,4,72,23,205,0.239,67,3,11,84,2,3,6,1,81.0,1,Wichita St.
0,3,42,19,114,0.202,40,2,6,44,2,0,4,0,46.0,1,Ohio St.
