Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
1,4,67,25,171,0.246,61,10,9,63,3,4,6,8,84.0,4,Pepperdine
1,4,60,13,113,0.416,55,13,15,43,0,0,10,8,78.0,2,CSUN
1,3,50,16,109,0.312,48,8,6,38,2,3,2,9,62.0,0,Rhode Island
0,4,60,22,138,0.275,57,5,13,57,5,0,12,5,71.0,0,Texas
0,4,61,24,136,0.272,56,5,9,46,5,0,4,5,68.0,0,Army West Point
1,4,58,40,160,0.113,54,5,9,60,4,1,4,1,66.0,1,Northwestern
1,3,42,15,90,0.300,42,4,13,31,1,0,6,1,49.0,2,Ole Miss
1,3,44,23,126,0.167,41,4,9,55,1,3,10,0,56.0,4,Virginia Tech
0,5,73,43/,175,0.171,69,8,15,63,4,1,12,3,88.0,3,Louisville
0,3,35,19,99,0.162,31,1,11,32,2,1,2,0,38.0,3,Kentucky
0,5,69,25,179,0.246,64,3,14,76,2,2,20,6,84.0,4,Kennesaw St.
1,3,48,24,116,0.207,46,6,9,44,1,1,4,0,57.0,2,North Florida
1,3,53,10,103,0.417,44,2,11,42,3,1,6,3,59.0,3,Jacksonville
1,4,56,18,124,0.306,54,16/,5,54,3,1,6,1,76.0,4,Stetson
0,3,36,21,111,0.135,35,2,7,39,3,3,4,2,43.0,0,FGCU
0,5,75/,27,158,0.304,71,9,12,55,3,4,10,1,93.0,1,Western Ky.
1,3,40,20,92,0.217,37,8,9,36,2,4,10,5,57.0,0,NJIT
1,4,59,18,136,0.301,57,10,14,60,3,3,4,10/,74.0,5,USC Upstate
1,4,55,21,128,0.266,53,4,13,50,6,0,16,2,67.0,1,Belmont
1,3,46,17,112,0.259,45,4,11,46,4,4,10,5,59.0,1,Kennesaw St.
1,5,74,29,174,0.259,69,6,14,68,6,3,6,7,86.0,2,USC Upstate
1,3,38,16,85,0.259,36,7,7,34,3,2,12,3,53.0,0,NJIT
1,3,51,11,122,0.328,49,3,11,64,1,1,4,0,57.0,0,FGCU
1,4,55,24,117,0.265,52,11,12,38,3,4,10,1,75.0,2,Stetson
1,3,52,11,95,0.432,50,4,2,53,2,1,4,1,59.0,0,Jacksonville
1,3,57,14,105,0.410,53,6,5,39,0,0,2,1,64.0,0,North Florida
1,3,51,18,113,0.292,48,5,8,51,0,2,8,0,62.0,0,USC Upstate
1,4,59,32,149,0.181,57,6,8,57,1,1,6,1,69.0,4,FGCU
0,3,49,22,121,0.223,47,1,5,45,4,1,6,0,54.0,0,Kansas St.
