Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
0,4,48,23,154,0.162,48,4,9,68,5,1,16,1,61.0,3,Mercer
1,4,46,27,160,0.119,45,3,4,92,5,6,16,4,63.0,2,Elon
0,3,36,16,122,0.164,36,3,3,62,10,2,14,1,48.0,1,South Fla.
0,4,54,17,138,0.268,49,3,10,55,4,4,14,2,68.0,2,UIC
1,4,48,18,124,0.242,47,11,8,47,7,1,22,2,71.0,2,Presbyterian
1,4,51,18,164,0.201,48,8,6,69,2,7,16,1,74.0,0,Jacksonville
0,4,47,21,161,0.161,44,3,5,74,3,0,25,2,62.5,4,William & Mary
1,4,57,21,150,0.240,51,10,10,66,4,4,18,2,80.0,0,Western Caro.
1,3,43,13,114,0.263,40,11,10,53,1,2,12,1,62.0,1,Coppin St.
0,5,59,24,192,0.182,56,6,6,90,6,2,16,3,75.0,2,USC Upstate
1,5,54,23,181,0.171,51,7,6,79,1,5,26,3,79.0,4,High Point
0,4,34,20,125,0.112,33,4,9,43,9,5,16,3,51.0,0,Wake Forest
0,4,46,29,148,0.115,43,9,2,66,6,0,14,3,62.0,3,Wofford
0,4,43,19,157,0.153,38,4,6,56,10,6,12,3,59.0,0,Furman
0,3,22,17,95,0.053,22,1,10,40,5,3,12,1,32.0,1,Marshall
0,3,34,11,111,0.207,32,1,6,50,8,0,10,3,40.0,2,Western Ky.
0,3,32,20,115,0.104,29,5,1,43,7,6,10,3,48.0,1,UAB
0,3,27,13,93,0.151,26,4,2,34,5,4,14,3,42.0,2,Fla. Atlantic
0,3,29,18,118,0.093,25,7,5,48,5,3,4,4,41.0,0,UTEP
0,3,31,16,131,0.115,30,2,2,59,2,1,4,2,36.0,0,Davidson
1,3,38,9,102,0.284,37,5,7,44,3,5,13,3,54.5,2,FIU
0,5,51,18,176,0.188,45,6,6,90,6,2,20,0,69.0,6/,Middle Tenn.
0,3,31,16,118,0.127,31,5,5,55,1,5,8,6,45.0,1,UNC Greensboro
0,3,33,12,84,0.250,32,3,5,20,5,2,4,2,40.0,1,North Texas
0,3,28,19,97,0.093,25,3,4,45,7,3,6,1,37.0,4,Southern Miss.
0,3,28,15,105,0.124,25,2,5,34,1,2,4,1,34.0,1,Rice
0,4,50,21,152,0.191,47,6,4,72,6,1,18,3,66.0,1,Louisiana Tech
0,5,60,23,201,0.184,58,4,5,98,4,3,18,4,76.0,1,Marshall
0,4,43,16,115,0.235,43,4,4,47,12,4,6,4,54.0,4,UTSA
0,3,39,12,102,0.265,37,0,4,32,10,1,12,0,46.0,1,Fla. Atlantic
