Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
0,5,59,32,178,0.152,57,1,5,70,7,3,18,0,72.0,1,Air Force
0,4,45,24,136,0.154,41,3,2,58,13,2,14,3,57.0,2,Montana St.
1,3,37,12,102,0.245,34,6,1,49,7,0,20,0,53.0,0,The Citadel
0,3,27,20,85,0.082,25,1,5,30,10,1,10,2,34.0,1,Ga. Southern
1,3,36,8,74,0.378,34,4,2,30,0,0,27,1,53.5,0,Savannah St.
0,5,72,28,190,0.232,65,3,5,74,5,1,14,5,83.0,4,Charleston So.
1,3,41,9,88,0.364,38,3,4,47,3,0,20,1,54.0,0,Alcorn
0,3,36,24,113,0.106,34,4,2,44,2,1,12,2,47.0,0,North Dakota
1,5,67,21,157,0.293,63,3,5,61,7,3,20,2,83.0,0,New Orleans
1,3,30,9,63,0.333,28,8,1,26,1,9/,8,3,51.0,0,Jackson St.
1,4,46,18,124,0.226,44,3,4,62,3,8,14,8,64.0,0,UAB
1,3,36,7,69,0.420,30,7,4,26,2,9/,2,1,53.0,0,Mississippi Val.
1,3,41,13,102,0.275,39,2,0,53,1,1,18,0,53.0,0,Nicholls St.
0,4,36,15,126,0.167,36,5,4,54,7,6,10,9,52.0,0,Kennesaw St.
1,5,61,33,172,0.163,59,3,5,76,6,6,12,5,76.0,0,Evansville
1,3,33,6,69,0.391,29,10,2,36,2,2,10,0,50.0,3,Alcorn
1,4,41,36,153,0.033,38,3,4,64,5,3,14,3,54.0,0,Morehead St.
1,3,34,16,95,0.189,28,4,1,29,2,0,4,9,40.0,0,Eastern Ky.
0,5,58,17,171,0.240,53,6,5,67,7,2,23,3,77.5,1,Tennessee St.
1,4,41,14,114,0.237,36,1,2,50,9,0,30,2,57.0,3,Belmont
1,4,53,17,157,0.229,52,2,3,72,5,0,26,1,68.0,3,Tennessee Tech
1,3,36,8,85,0.329,35,2,2,40,0,3,24,4,53.0,0,Southeast Mo. St.
1,3,37,17,89,0.225,37,2,3,26,3,3,22,0,53.0,1,Jackson St.
0,3,34,11,86,0.267,34,0,0,38,5,1,6,1,38.0,1,Austin Peay
0,3,24,12,75,0.160,22,1,3,26,4,2,12,2,33.0,1,Murray St.
1,3,35,11,85,0.282,31,3,3,39,2,1,16,0,47.0,0,Mississippi Val.
0,5,58,31,176,0.153,52,2,4,70,2,2,10,7,67.0,0,Eastern Ill.
0,4,42,24,138,0.130,39,2,4,56,4,1,18,5,54.0,0,SIUE
0,5,56,26,159,0.189,53,2,3,63,6,4,25,0,74.5,6,Eastern Ky.
0,3,31,15,80,0.200,29,2,0,18,4,1,8,0,38.0,4,Morehead St.
0,5,43,26,134,0.127,43,1,3,43,9,4,12,14,54.0,0,Belmont
0,4,47,17,135,0.222,44,1,0,44,8,3,12,2,57.0,0,Tennessee St.
1,3,41,12,86,0.337,38,3,4,48,1,3,12,4,53.0,0,Tennessee Tech
0,3,35,21,103,0.136,29,2,3,41,8,1,12,3,44.0,1,UT Martin
0,3,30,18,117,0.103,26,0,1,41,6,1,19,2,40.5,2,Murray St.
