Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
1,3,49,14,121,0.289,47,5,3,68,3,2,4,1,58.0,0,Charleston So.
1,4,56,32,176,0.136,53,3,1,77,3,1,10,1,65.0,1,Western Caro.
1,5,66,22,172,0.256,62,4,6,71,5,3,12,0,79.0,1,UAB
0,4,38,20,145,0.124,35,4,9,58,5,3,8,0,49.0,0,Samford
0,3,34,20,121,0.116,33,4,6,61,0,0,0,0,38.0,0,Radford
0,3,42,20,127,0.173,40,8,9,56,1,2,10,2,57.0,0,UAB
1,3,41,25,137,0.117,39,6,4,70,3,2,17,2,57.5,1,Northwestern St.
0,3,34,18,116,0.138,31,3,6,57,4,1,8,1,42.0,1,Seton Hall
0,5,56,20,168,0.214,53,5,9,87,6,1,16,4,70.0,0,Middle Tenn.
0,3,24,16,86,0.093,22,2,2,23,2,0,4,1,28.0,0,Illinois St.
0,3,24,19,105,0.048,23,0,2,44,4,2,0,3,26.0,0,Oregon St.
0,3,23,28,107,-0.047,22,2,4,42,6,0,2,0,26.0,1,Wyoming
0,4,38,27,143,0.077,35,3,4,57,5,0,2,0,42.0,5,Idaho
1,4,62,26,192,0.188,58,0,6,97,1,1,6,0,66.0,2,Eastern Ky.
0,3,31,20,122,0.090,29,3,4,57,5,1,2,0,36.0,0,Morehead St.
0,5,61,24,176,0.210,57,5,6,79,6,1,6,2,70.0,3,Tennessee St.
0,4,30,15,107,0.140,28,0,9,40,9,1,4,5,33.0,1,Belmont
0,4,55,28,167,0.162,55,5,5,83,2,1,16,2,69.0,0,Jacksonville St.
1,4,55,18,165,0.224,50,7,5,83,5,2,4,3,66.0,0,UT Martin
0,3,18,16,98,0.020,16,5,2,46,10,1,2,4,25.0,0,Murray St.
0,3,40,18,115,0.191,38,3,3,51,2,0,9,2,47.5,5,Austin Peay
0,3,29,27,141,0.014,28,3,6,62,0,1,4,1,35.0,3,SIUE
1,5,65,42/,232,0.099,64,3,3,119/,0,1,14,1,76.0,2,Eastern Ill.
0,4,36,28,130,0.062,34,3,9,47,8,5,12,2,50.0,1,Morehead St.
0,3,36,23,125,0.104,32,1,8,51,3,1,4,0,40.0,0,Eastern Ky.
0,3,24,28,137,-0.029,22,1,5,56,3,3,2,0,29.0,0,Tennessee St.
0,3,34,20,148,0.095,32,4,1,74,4,1,10,1,44.0,0,Belmont
0,3,21,23,100,-0.020,20,1,8,30,3,1,8,5,27.0,0,Jacksonville St.
0,3,33,19,100,0.140,32,3,6,42,6,0,4,2,38.0,1,Southeast Mo. St.
