Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
0,4,28,28,110,0,26,1,1,35,5,2,6,2,34.0,1,Southern Miss.
1,3,41,14,78,0.346,38,6,6,37,2,1,6,1,51.0,0,Grambling
0,5,56,24,157,0.204,54,5,10,69,4,0,8,2,65.0,1,Tulane
0,5,52,25,154,0.175,48,5,12,78,6,1,14,1,65.0,0,Mississippi St.
0,3,35,13,102,0.216,34,2,5,37,9,0,0,0,37.0,1,NC State
0,3,27,19,97,0.082,24,1,3,38,2,0,2,0,29.0,0,Ole Miss
0,4,56,37,163,0.117,52,4,5,66,9,2,2,0,63.0,0,UT Arlington
1,4,47,15,140,0.229,44,6,13,66,11,2,6,0,58.0,1,Louisiana
0,3,25,16,95,0.095,24,0,5,36,4,0,8,0,29.0,1,Missouri St.
1,5,64,31,195,0.169,60,5,14,81,3,1,18,4,79.0,1,Western Ill.
0,5,53,23,166,0.181,49,1,7,67,2,3,10,4,62.0,1,Green Bay
0,3,37,18,140,0.136,35,3,5,66,5,2,6,2,45.0,1,IUPUI
0,5,73,23,188,0.266,71,1,15,78,6,0,8,4,78.0,2,South Alabama
0,4,46,23,144,0.160,43,1,11,63,9,0,12,0,53.0,2,Georgia
1,5,74,24,214,0.234,69,2,6,96,1,2,12,1,84.0,0,Bethune-Cookman
0,3,36,18,114,0.158,32,2,6,50,7,0,0,3,38.0,0,Northwestern St.
0,4,58,16,138,0.304,56,4,13,60,2,0,13,2,68.5,4,Central Ark.
0,3,35,19,139,0.115,32,0,4,67,2,1,6,2,39.0,2,SFA
0,4,45,23,188,0.117,45,5,3,81,7,0,20,1,60.0,0,Sam Houston St.
1,4,47,19,133,0.211,45,6,7,55,10,1,16,3,62.0,3,New Orleans
1,4,57,12,141,0.319,51,4,9,68,6,0,10,3,66.0,1,Nicholls St.
0,4,38,27,157,0.070,38,8,6,77,6,2,12,0,54.0,2,Southeastern La.
0,5,54,25,190,0.153,51,4,10,88,4,1,14,2,66.0,3,Houston Baptist
1,5,64,15,167,0.293,60,1,8,63,8,0,10,5,70.0,3,Lamar University
1,3,46,15,132,0.235,46,3,6,68,4,1,10,2,55.0,4,New Orleans
0,5,42,26,182,0.088,38,6,14,75,5,3,18,5,60.0,0,Southeastern La.
0,3,24,15,102,0.088,21,1,6,45,7,2,2,1,28.0,2,A&M-Corpus Christi
1,5,59,26,195,0.169,57,9,12,95,6,3,8,1,75.0,5,Nicholls St.
0,4,43,24,159,0.119,40,6,9,76,2,1,8,1,54.0,2,A&M-Corpus Christi
