Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
1,3,40,11,98,0.296,39,5,11,47,3,1,2,1,47.0,0,VCU
0,3,40,19,107,0.196,39,5,13,45,4,1,6,1,49.0,0,Oakland
0,5,59,16,145,0.297,56,4,11,61,6,0,8,2,67.0,1,Louisville
1,3,47,11,116,0.310,46,2,6,43,5,2,10,1,56.0,0,Purdue Fort Wayne
1,3,44,6,99,0.384,41,6,8,44,2,1,14,0,58.0,3,Northern Ky.
0,3,36,15,98,0.214,35,3,9,29,1,1,6,1,43.0,1,Marshall
1,5,68,22,173,0.266,63,5,12,83,5,0,14,2,80.0,3,Louisiana Tech
1,5,76,26,173,0.289,72/,9,14,83,7,3,6,0,91.0/,4,Eastern Ill.
1,4,58,24,162,0.210,52,6,5,76,7,2,18,3,75.0,1,Drake
1,3,43,13,118,0.254,41,7,11,54,0,0,8,1,54.0,0,Valparaiso
1,3,43,13,127,0.236,41,1,6,74,3,2,12,3,52.0,2,SIUE
1,3,49,14,121,0.289,43,2,7,59,1,3,6,0,57.0,1,UIC
0,4,45,27,141,0.128,41,3,11,58,3,0,12,4,54.0,0,Northern Ill.
0,3,47,19,120,0.233,45,5,9,50,4,1,4,1,55.0,4,Ohio
1,4,58,22,148,0.243,56,9,9,70,1,2,6,1,72.0,3,Kent St.
1,4,56,20,164,0.220,52,7,5,71,10,4,8,3,71.0,0,Akron
1,3,51,14,151,0.245,47,4,1,71,2,1,10,0,61.0,2,Buffalo
1,3,37,6,90,0.344,34,13/,7,49,3,1,12,0,57.0,1,Eastern Mich.
1,3,44,9,102,0.343,40,3,7,56,4,3,0,0,50.0,0,Central Mich.
0,3,31,24,117,0.060,29,4,6,47,5,2,2,0,38.0,0,Ball St.
1,4,54,15,119,0.328,52,12,6,69,2,5,6,1,74.0,1,Toledo
1,3,46,15,128,0.242,45,5,6,66,3,2,8,1,57.0,2,Western Mich.
1,4,58,11,161,0.292,53,2,6,93,4,3,16,2,71.0,2,Kent St.
0,5,70,29,202,0.203,69,5,9,103,6,2,8,0,81.0,0,Ohio
1,3,49,8,100,0.410,44,10,8,42,1,0,4,1,61.0,2,Buffalo
1,3,47,3,103,0.427,45,2,7,50,4,2,6,2,54.0,1,Akron
1,4,52,22,150,0.200,49,10,4,74,2,2,20,3,74.0,2,Western Mich.
