Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
1,4,48,19,144,0.201,44,6,8,76,3,1,8,3,59.0,0,Auburn
1,3,41,8,111,0.297,37,9,7,54,3,1,16,1,59.0,1,Furman
1,4,55,25,184,0.163,51,3,7,88,2,2,18,0,69.0,1,Pacific
1,3,35,9,88,0.295,32,5,5,35,4,3,8,1,47.0,0,Tennessee St.
0,5,66,29,217,0.171,62,3,5,103,3,4,20,5,83.0,0,Kansas St.
0,4,54,38/,170,0.094,51,4,4,83,5,3,2,2,62.0,0,Michigan
1,5,72,18,185,0.292,71,5,15,89,5,3,14,1,87.0,1,Kennesaw St.
1,3,40,12,89,0.315,38,8,1,43,3,1,8,2,53.0,3,Georgia St.
1,3,45,18,119,0.227,41,3,4,57,5,2,18,2,59.0,1,Georgia
0,4,44,25,144,0.132,43,0,7,68,7,4,4,1,50.0,0,Coastal Carolina
1,3,49,16,116,0.284,45,2,6,48,2,5,8,2,60.0,0,North Florida
1,5,60,24,165,0.218,58,4,6,67,7,6,6,3,73.0,0,Coastal Carolina
0,4,51,17,138,0.246,49,5,1,51,8,4,20,3,70.0,2,Pittsburgh
1,4,66,20,164,0.280,63,6,6,77,4,3,14,1,82.0,2,Virginia Tech
0,3,40,21,124,0.153,37,2,4,50,4,1,19,1,52.5,0,North Carolina
1,3,45,20,108,0.231,42,6,0,44,3,0,6,0,54.0,0,NC State
1,3,49,11,90,0.422,43,5,4,38,0,0,6,1,57.0,1,Clemson
1,3,44,25,113,0.168,41,4,4,50,2,3,10,1,56.0,2,Virginia
1,4,58,12,123,0.374,56,5,11,52,3,4,18,4,76.0,2,Boston College
1,3,44,19,126,0.198,43,6,2,55,0,0,8,0,54.0,2,Syracuse
1,5,64,25,161,0.242,62,4,10,65,4,5,10,4,78.0,3,Wake Forest
1,4,57,19,161,0.236,54,3,5,70,1,4,16,3,72.0,4,Duke
1,3,43,14,97,0.299,42,6,7,43,4,1,20,0,60.0,0,Clemson
1,3,49,17,115,0.278,48,4,6,42,6,0,22,1,64.0,0,Virginia
1,3,40,19,110,0.191,40,6,3,54,2,0,10,4,51.0,1,Virginia Tech
0,4,48,19,123,0.236,46,5,0,51,12/,2,25,3,67.5,1,Pittsburgh
1,5,67,24,182,0.236,63,2,7,76,2,3,20,2,82.0,0,NC State
0,5,58,34,164,0.146,53,5,4,54,1,2,7,3,68.5,2,North Carolina
1,4,63,29,182,0.187,58,6,8,85,3,3,8,2,76.0,4,Louisville
1,3,45,14,102,0.304,41,5,8,48,3,0,16,0,58.0,0,Notre Dame
0,5,61,35,188,0.138,56,5,6,74,2,6,18,0,81.0,1,Florida St.
