Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
0,3,23,13,80,0.125,22,0,6,30,5,0,4,2,25.0,3,Marshall
0,3,25,18,89,0.079,23,3,6,29,7,2,6,1,33.0,1,Northern Ky.
0,3,22,15,64,0.109,19,4,6,23,10,0,14,2,33.0,2,Indiana
0,3,34,24,120,0.083,33,2,4,55,5,0,34/,0,53.0,1,Green Bay
0,3,28,15,101,0.129,26,1,8,43,6,0,6,0,32.0,4,SIUE
1,5,56,18,136,0.279,52,8,7,51,7,3,32,7,83.0,0,Southeast Mo. St.
0,3,31,15,107,0.150,27,1,4,38,5,0,18,4,41.0,0,Austin Peay
1,5,58,20,157,0.242,55,1,5,58,5,2,18,6,70.0,0,Kent St.
0,3,27,13,71,0.197,23,2,6,22,3,0,8,4,33.0,0,Dayton
0,3,20,20,104,0,19,0,3,53,9,4,4,7,26.0,0,Kennesaw St.
1,4,43,15,136,0.206,35,9,5,63,8,5,2,17/,58.0,0,Nicholls St.
0,5,52,26,160,0.163,45,6,6,62,3,10/,12,11,74.0,0,Jacksonville St.
0,5,66,25,190,0.216,59,1,5,85,3,1,18,2,77.0,6,Drake
0,3,15,23,82,-0.098,15,0,2,19,7,0,4,1,17.0,0,UNI
0,3,21,25,93,-0.043,17,1,2,30,4,1,4,3,25.0,1,Wichita St.
0,3,27,22,95,0.053,26,2,5,38,4,2,10,1,36.0,3,Loyola Chicago
0,3,30,21,100,0.090,29,3,2,38,3,1,12,2,40.0,3,Bradley
0,3,20,20,101,0,20,0,4,45,3,0,10,2,25.0,0,Illinois St.
0,5,51,27,172,0.140,44,7,5,78,10,2,22,4,71.0,0,Indiana St.
0,3,20,16,95,0.042,17,1,2,28,7,1,8,2,26.0,2,Missouri St.
0,3,33,20,104,0.125,29,6,9,29,7,2,8,1,45.0,1,Southern Ill.
0,3,20,16,92,0.043,18,1,7,31,4,1,5,1,24.5,7/,UNI
0,4,55,28,163,0.166,50,1,4,61,2,0,16,1,64.0,0,Drake
1,5,77,23,178,0.303,70,4,11,75,1,3,16,4,92.0/,0,Bradley
0,5,42,19,137,0.168,37,5,6,59,9,1,24,1,60.0,0,Loyola Chicago
0,3,30,20,111,0.090,26,1,6,45,5,1,8,0,36.0,5,Indiana St.
0,3,27,18,124,0.073,24,4,2,56,2,0,10,2,36.0,1,Illinois St.
0,5,52,24,157,0.178,48,5,0,52,6,2,20,1,69.0,3,Southern Ill.
0,3,35,17,114,0.158,34,3,0,53,9,3,10,1,46.0,0,Missouri St.
0,3,29,20,96,0.094,28,2,3,29,6,1,4,1,34.0,0,Wichita St.
