Team A Kills,Team B Kills,Team A Errors,Team B Errors,Team A Total Attacks,Team B Total Attacks,Team A Hit Pct,Team B Hit Pct,Team A Assists,Team B Assists,Team A Aces,Team B Aces,Team A SErr,Team B SErr,Team A Digs,Team B Digs,Team A RErr,Team B RErr,Team A Block Solos,Team B Block Solos,Team A Block Assists,Team B Block Assists,Team A BErr,Team B BErr,Team A PTS,Team B PTS,Team A BHE,Team B BHE,Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
233.11,263.2,97.84,118.33,639.74,708.73,0.59,0.71,275.67,306.5,38.08,35.55,52.54,46.91,282.24,330.0,49.1,40.08,17.0,24.67,93.71,71.42,18.22,13.18,358.06,356.39,16.0,8.88,1,3,47,21,95,0.274,43,3,2,32,1,2,16,1,60.0,2,Buffalo
233.11,221.0,97.84,98.39,639.74,569.11,0.59,0.64,275.67,263.07,38.08,31.29,52.54,44.94,282.24,242.06,49.1,41.0,17.0,15.25,93.71,77.79,18.22,12.58,358.06,321.47,16.0,12.22,1,3,33,14,85,0.224,31,7,6,25,2,2,12,1,48.0,0,George Washington
233.11,219.47,97.84,90.84,639.74,589.79,0.59,0.53,275.67,298.92,38.08,32.15,52.54,47.81,282.24,249.56,49.1,35.23,17.0,15.75,93.71,75.85,18.22,15.31,358.06,292.78,16.0,8.22,0,4,36,23,107,0.121,34,6,3,39,3,4,14,0,53.0,4,Northwestern
233.11,225.5,97.84,96.44,639.74,638.11,0.59,0.56,275.67,267.71,38.08,26.15,52.54,48.29,282.24,302.25,49.1,34.4,17.0,13.08,93.71,70.93,18.22,11.25,358.06,297.21,16.0,10.25,1,5,56,23,177,0.186,50,7,8,53,4,2,20,1,75.0,3,LSU
233.11,238.47,97.84,98.58,639.74,626.16,0.59,0.61,275.67,385.73,38.08,37.91,52.54,48.25,282.24,314.6,49.1,44.75,17.0,25.0,93.71,75.21,18.22,15.45,358.06,333.79,16.0,15.12,0,3,28,14,82,0.171,26,4,3,38,5,0,12,0,38.0,3,Southern Miss.
233.11,274.24,97.84,108.76,639.74,740.41,0.59,0.66,275.67,336.85,38.08,37.18,52.54,49.17,282.24,340.87,49.1,37.6,17.0,19.6,93.71,75.4,18.22,13.73,358.06,403.14,16.0,9.11,0,3,19,15,89,0.045,18,4,3,29,7,1,8,1,28.0,4,UConn
233.11,234.47,97.84,100.63,639.74,600.68,0.59,0.58,275.67,245.24,38.08,36.93,52.54,51.47,282.24,246.06,49.1,34.64,17.0,12.25,93.71,85.07,18.22,15.77,358.06,314.75,16.0,12.75,0,5,61,21,155,0.258,57,3,12,59,6,3,16,2,75.0,3,Saint Louis
233.11,268.69,97.84,107.94,639.74,699.56,0.59,0.54,275.67,332.0,38.08,33.9,52.54,52.92,282.24,299.4,49.1,29.4,17.0,19.75,93.71,110.17,18.22,18.42,358.06,363.8,16.0,5.78,0,3,28,29,98,-0.010,27,3,4,22,4,3,6,6,37.0,0,Kentucky
233.11,266.17,97.84,97.0,639.74,717.28,0.59,0.54,275.67,298.53,38.08,29.43,52.54,50.29,282.24,334.12,49.1,33.73,17.0,16.2,93.71,96.33,18.22,14.42,358.06,349.59,16.0,10.44,0,3,33,14,94,0.202,32,1,6,35,11,1,10,1,40.0,0,Marquette
233.11,276.56,97.84,117.28,639.74,775.61,0.59,0.53,275.67,331.71,38.08,35.67,52.54,47.87,282.24,348.0,49.1,35.17,17.0,12.7,93.71,138.42,18.22,14.75,358.06,397.72,16.0,7.0,0,3,22,23,99,-0.010,22,1,7,33,5,2,6,1,28.0,0,Baylor
233.11,257.82,97.84,119.18,639.74,748.41,0.59,0.5,275.67,257.31,38.08,32.64,52.54,35.17,282.24,348.12,49.1,32.91,17.0,15.67,93.71,78.43,18.22,13.21,358.06,342.44,16.0,11.78,0,5,58,22,189,0.190,55,6,10,84,2,3,28,1,81.0,0,Col. of Charleston
233.11,266.5,97.84,122.33,639.74,713.44,0.59,0.52,275.67,319.29,38.08,35.82,52.54,58.75,282.24,353.71,49.1,36.1,17.0,25.56,93.71,172.8,18.22,20.45,358.06,392.81,16.0,13.17,0,3,27,20,99,0.071,27,1,3,26,8,1,8,2,33.0,0,Washington St.
