Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
1,4,55,26,157,0.185,52,8,11,72,5,2,18,3,74.0,1,UNC Asheville
1,4,48,20,123,0.228,42,5,9,51,3,2,14,1,62.0,1,San Francisco
1,3,41,5,74,0.486,36,11,6,41,4,0,4,0,54.0,1,Savannah St.
1,5,59,21,152,0.250,53,4,11,70,0,1,26,1,77.0,0,Boston College
1,3,45,12,94,0.351,42,5,7,40,6,1,14,7,58.0,0,Siena
1,3,48,11,100,0.370,46,8,13,35,1,0,12,2,62.0,0,Harvard
1,3,37,17,105,0.190,34,6,6,49,7,1,20,2,54.0,0,Georgia St.
1,3,41,14,121,0.223,41,6,6,56,0,3,20,0,60.0,1,Kennesaw St.
0,3,42,23,131,0.145,37,5,8,50,3,0,10,3,52.0,0,Georgia Tech
1,4,54,18,156,0.231,47,8,7,75,6,2,4,6,66.0,2,Florida A&M
1,3,49,15,126,0.270,47,0,6,69,2,1,8,1,54.0,1,Bethune-Cookman
1,4,54,26,153,0.183,50,9,9,66,1,2,8,3,69.0,0,McNeese
1,4,55,10,130,0.346,53,3,10,53,6,3,16,4,69.0,0,South Alabama
0,3,20,16,92,0.043,20,1,4,41,5,2,8,1,27.0,0,Kentucky
0,3,32,26,93,0.065,29,1,5,27,4,1,14,2,41.0,0,Tennessee
0,4,58,25,150,0.220,56,7,10,50,3,2,10,1,72.0,1,Alabama
0,4,39,13,111,0.234,37,3,8,44,8,1,14,5,50.0,2,Auburn
1,4,56,21,136,0.257,51,12/,9,53,5,0,4,0,70.0,1,South Carolina
0,3,30,17,108,0.120,26,0,5,47,3,0,4,2,32.0,0,LSU
0,3,28,21,92,0.076,27,2,9,35,3,0,8,2,34.0,0,Auburn
0,5,63,24,162,0.241,60,11,5,47,5,0,8,5,78.0,1,Texas A&M
0,3,31,14,98,0.173,30,6,7,32,6,1,2,3,39.0,2,Florida
0,5,57,28,171,0.170,51,10,16,53,10,1,26,1,81.0,1,Arkansas
0,3,35,17,109,0.165,33,2,6,35,6,1,8,0,42.0,0,Florida
0,3,35,13,80,0.275,33,3,4,27,12/,0,16,1,46.0,0,South Carolina
0,5,60,27,166,0.199,58,3,8,67,6,2,22,0,76.0,0,LSU
0,3,36,17,107,0.178,35,1,8,33,4,0,10,3,42.0,0,Texas A&M
0,4,59,33,164,0.159,57,5,8,51,4,1,14,2,72.0,0,Arkansas
0,4,53,18,144,0.243,47,0,9,50,8,1,22,5,65.0,0,Ole Miss
0,3,40,14,99,0.263,37,3,11,28,3,0,6,3,46.0,1,Missouri
0,4,46,21,107,0.234,45,2,4,39,9,1,16,5,57.0,0,Mississippi St.
