Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
0,4,49,18,146,0.212,44,5,12,67,2,0,10,0,59.0,2,Alabama
1,3,43,11,123,0.260,40,6,3,70,2,0,8,2,53.0,0,Tulsa
1,4,61,19,156,0.269,60,7,4,81,4,2,10,2,75.0,3,North Dakota
1,3,46,15,118,0.263,44,3,2,52,2,0,6,1,52.0,3,Kansas City
1,4,57,15,143,0.294,57,6,1,72,5,2,12,1,71.0,1,Ball St.
1,3,36,10,92,0.283,36,6,3,44,1,1,4,0,45.0,0,Northern Colo.
1,4,53,22,164,0.189,52,2,4,89,3,3,14,4,65.0,4,Oregon St.
1,4,55,20,149,0.235,51,6,9,61,5,2,10,2,68.0,0,Pacific
1,3,39,13,87,0.299,38,8,5,42,1,2,8,0,53.0,0,Lamar University
1,3,40,12,85,0.329,38,6,9,41,1,0,20,0,56.0,0,Lamar University
0,3,30,18,116,0.103,27,4,4,40,2,0,14,2,41.0,0,Iowa
1,3,48,14,126,0.270,46,4,4,69,8,0,12,3,58.0,0,Western Ill.
1,3,45,14,110,0.282,43,3,4,50,2,1,12,1,55.0,1,Oral Roberts
1,3,51,6,111,0.405,51,4,5,59,3,1,10,4,61.0,3,North Dakota St.
1,3,51,14,113,0.327,49,5,5,52,4,1,12,3,63.0,0,South Dakota St.
1,3,52,14,143,0.266,51,4,8,77,1,0,8,0,60.0,2,IUPUI
1,5,66,22,183,0.240,63,3,7,88,5,2,16,5,79.0,2,Purdue Fort Wayne
0,3,26,18,114,0.070,25,2,3,45,4,1,2,2,30.0,1,Iowa St.
1,4,50,13,112,0.330,45,6,7,51,6,1,6,2,60.0,3,Omaha
0,3,44,24,133,0.150,43,4,3,65,3,1,8,2,53.0,0,Denver
1,3,35,7,85,0.329,33,12,7,42,3,1,10,6,53.0,0,Oral Roberts
1,3,41,12,107,0.271,38,6,4,58,1,0,12,1,53.0,1,Omaha
1,3,47,12,111,0.315,43,5,5,57,1,1,6,1,56.0,2,Western Ill.
0,4,56,24,177,0.181,52,5,8,96,5,3,6,2,67.0,2,North Dakota St.
1,3,48,18,125,0.240,45,9,2,61,3,0,12,0,63.0,1,IUPUI
0,3,36,18,131,0.137,31,3,3,59,7,1,8,2,44.0,0,Purdue Fort Wayne
1,5,72,36,189,0.190,70,5,5,95,3,2,10,4,84.0,2,Denver
1,3,45,11,103,0.330,43,8,3,58,2,1,8,5,58.0,0,South Dakota St.
1,3,54,18,120,0.300,48,4,6,58,1,1,4,1,61.0,1,North Dakota St.
0,4,47,34,171,0.076,46,2,6,69,5,3,6,1,55.0,1,Denver
