Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
1,5,68,26,204,0.206,67,3,3,90,2,3,22,1,85.0,2,Butler
1,5,71,31,185,0.216,68,4,7,68,5,2,22,2,88.0,1,Utah
1,4,63,22,190,0.216,59,6,6,75,4,4,24,0,85.0,0,Idaho St.
1,3,38,8,87,0.345,37,7,3,40,4,2,10,0,52.0,0,Montana
0,5,70,21,167,0.293,66,4,4,58,5,1,18,5,84.0,0,Nevada
1,3,43,10,113,0.292,39,4,2,42,1,1,10,1,53.0,0,UC Davis
1,5,71,27,187,0.235,67,4,8,62,6,2,12,3,83.0,0,Southern Utah
0,3,25,15,93,0.108,21,1,3,38,6,0,10,0,31.0,3,Nebraska
0,3,33,13,96,0.208,31,1,2,37,5,0,4,1,36.0,2,Creighton
1,3,46,13,97,0.340,42,3,6,51,4,0,18,0,58.0,0,Montana St.
0,3,31,12,104,0.183,28,5,7,42,6,5,12,3,47.0,0,Pacific
1,3,46,11,107,0.327,41,7,5,43,3,1,16,3,62.0,0,Santa Clara
1,3,44,14,104,0.288,39,5,4,47,2,1,14,0,57.0,0,San Francisco
1,4,63,22,182,0.225,57,2,3,88,4,0,16,1,73.0,0,Pepperdine
0,3,33,16,104,0.163,31,3,9,39,2,0,12,1,42.0,2,San Diego
0,3,31,17,106,0.132,29,1,3,38,3,1,12,0,39.0,0,BYU
1,3,47,12,122,0.287,47,2,4,57,3,4,8,0,57.0,0,Portland
1,3,39,19,126,0.159,38,4,0,66,1,8,4,0,53.0,0,San Francisco
0,4,57,16,152,0.270,54,2,5,60,7,1,6,2,63.0,0,Santa Clara
1,5,68,21,166,0.283,66,6,5,74,4,3,22,3,88.0,0,Pepperdine
0,4,46,27,144,0.132,44,1,4,50,3,0,20,3,57.0,1,BYU
0,3,32,18,103,0.136,27,0,6,32,6,3,12,1,41.0,0,San Diego
1,4,49,23,146,0.178,47,2,9,67,3,1,28,2,66.0,0,Pacific
1,5,64,20,203,0.217,62,6,7,93,4,4,20,3,84.0,2,Portland
