Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
0,4,51,36,173,0.087,48,4,8,89,4,0,6,2,58.0,4,Southern U.
1,4,52,20,147,0.218,50,10,18,69,8,0,8,1,66.0,5,Southern U.
0,3,31,14,95,0.179,30,7,10,34,5,0,6,1,41.0,0,Troy
0,4,46,19,138,0.196,41,3,4,44,13,0,0,0,49.0,1,Florida A&M
0,5,49,34,171,0.088,39,5,20,68,6,1,8,0,59.0,5,South Alabama
0,5,48,30,170,0.106,44,11,8,72,4,3,14,0,69.0,2,FIU
0,3,39,23,109,0.147,38,1,5,39,5,0,0,1,40.0,2,Portland St.
0,3,37,22,113,0.133,37,4,11,49,6,2,2,0,44.0,3,UC Riverside
0,4,39,31,124,0.065,36,6,8,43,11,0,12,1,51.0,1,Utah St.
0,3,25,16,86,0.105,23,2,6,22,5,1,8,1,32.0,2,Xavier
0,3,21,16,79,0.063,17,1,9,18,10,1,6,0,26.0,0,Purdue
0,3,18,19,89,-0.011,14,2,5,40,7,1,10,1,26.0,2,Kansas
1,5,52,30,146,0.151,49,7,10,66,10,2,14,1,68.0,5,Lamar University
0,5,56,32,192,0.125,54,1,10,99,8,1,16,0,66.0,3,Houston Baptist
0,3,29,14,72,0.208,28,4,7,29,9,1,2,2,35.0,5,Louisiana
0,5,61,32,200,0.145,53,6,6,92,10,0,14,0,74.0,7,New Orleans
1,4,55,24,160,0.194,53,9,5,85,5,2,0,1,66.0,9,Nicholls St.
0,3,21,19,79,0.025,20,3,3,26,6,1,6,0,28.0,1,Central Ark.
1,5,66,26,184,0.217,60,5,6,87,7,0,22,1,82.0,5,Northwestern St.
1,4,39,18,146,0.144,38,6,8,77,8,0,16,0,53.0,11/,McNeese
0,3,21,19,85,0.024,18,3,7,28,8,0,2,0,25.0,4,A&M-Corpus Christi
0,5,71,25,189,0.243,65,4,13,88,8,1,6,0,79.0,8,Nicholls St.
1,5,60,26,177,0.192,58,5,14,103,6,2,10,2,72.0,8,McNeese
0,4,46,28,161,0.112,46,2,4,76,10,0,8,0,52.0,6,Central Ark.
0,4,39,15,122,0.197,39,5,6,50,12,1,12,1,51.0,2,Sam Houston St.
0,3,41,21,141,0.142,40,0,3,76,5,2,8,0,47.0,1,SFA
1,5,65,26,159,0.245,62,4,5,81,8,2,12,1,77.0,5,New Orleans
0,3,36,22,118,0.119,34,2,7,47,5,1,2,0,40.0,2,SFA
