Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
1,3,38,8,87,0.345,34,5,11,43,3,1,16,0,52.0,0,Lamar University
0,3,28,27,100,0.010,26,4,6,50,8,0,2,0,33.0,0,Kansas
0,3,34,24,106,0.094,32,3,6,43,2,0,6,0,40.0,0,Mississippi St.
1,3,42,15,99,0.273,37,6,8,40,3,0,6,0,51.0,1,Cal St. Fullerton
1,5,61,33,181,0.155,56,5,10,77,8,2,16,3,76.0,2,Eastern Ky.
1,3,41,25,93,0.172,35,3,12,24,3,1,10,0,50.0,0,CSUN
1,5,65,38,172,0.157,58,6,7,64,7,1,16,5,80.0,0,Samford
0,3,29,27,93,0.022,28,2,6,23,5,0,2,1,32.0,0,Wyoming
1,4,48,18,120,0.250,45,8,9,55,5,0,16,1,64.0,1,Montana
1,4,61,25,133,0.271,58,5,8,54,2,1,2,1,68.0,0,Montana St.
0,4,45,24,143,0.147,44,5,13,56,4,1,10,0,56.0,0,Northern Colo.
0,4,62,41/,197,0.107,62,4,8,91,5,2,12,2,74.0,3,North Dakota
1,4,63,29,192,0.177,63,7,13,96,10,4,12,3,80.0,0,Northern Ariz.
1,3,49,14,122,0.287,49,1,6,59,5,1,10,2,56.0,1,Southern Utah
0,3,36,24,126,0.095,34,2,5,53,5,1,12,3,45.0,0,Idaho St.
1,5,68,30,201,0.189,63,7,10,95,3,2,16,2,85.0,0,Idaho
0,5,71,23,184,0.261,68,6,8,103,6,5,26,2,95.0/,0,Portland St.
0,3,39,23,121,0.132,35,1,8,54,6,2,12,0,48.0,2,Sacramento St.
1,5,67,30,175,0.211,64,5,11,68,4,8,12,2,86.0,0,Weber St.
0,4,50,26,172,0.140,50,4,13,77,3,4,6,8/,61.0,0,Idaho
0,3,36,20,130,0.123,33,4,10,63,2,0,16,1,48.0,0,North Dakota
0,3,28,18,95,0.105,27,3,10,29,3,4,8,2,39.0,0,Northern Colo.
1,4,52,18,149,0.228,52,7,10,64,4,5,8,2,68.0,0,Montana St.
1,3,39,12,81,0.333,39,5,8,29,4,1,0,0,45.0,0,Montana
0,5,58,27,188,0.165,51,2,14,81,4,3,16,1,71.0,0,Sacramento St.
