Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
0,3,27,27,99,0,23,2,8,37,5,2,4,0,33.0,1,San Jose St.
1,3,40,12,92,0.304,36,9,5,39,5,0,16,1,57.0,2,Manhattan
1,5,55,32,174,0.132,49,6,9,83,2,4,14,2,72.0,0,Lehigh
1,3,41,9,92,0.348,37,4,6,53,4,3,6,5,51.0,0,Lafayette
1,3,39,15,107,0.224,34,10,4,53,0,3,10,0,57.0,0,Fairleigh Dickinson
1,5,53,24,152,0.191,51,6,10,78,7,1,14,3,67.0,1,Brown
1,3,42,18,130,0.185,39,2,5,75,4,1,6,2,48.0,1,Holy Cross
0,5,62,32,179,0.168,59,3,10,67,2,1,16,1,74.0,1,Quinnipiac
1,4,45,19,136,0.191,42,5,11,55,4,1,16,1,59.0,2,La Salle
0,4,47,26,151,0.139,46,3,9,61,4,1,16,7,59.0,2,UMBC
0,3,29,18,101,0.109,28,2,2,40,2,1,6,5,35.0,0,Columbia
1,4,53,26,172,0.157,49,7,6,69,5,2,18,3,71.0,1,Hartford
1,4,46,18,147,0.190,46,8,7,77,6,2,24,0,68.0,0,Fordham
1,5,69,30,211/,0.185,68,7,8,97/,10,2,12,0,84.0,1,Bryant
0,5,49,33,147,0.109,47,8,8,61,8,1,14,1,65.0,2,DePaul
0,3,39,16,126,0.183,39,0,7,50,4,0,6,2,42.0,0,Marquette
0,3,31,17,129,0.109,27,0,4,57,4,0,6,1,34.0,1,Butler
0,3,25,14,104,0.106,24,2,7,46,5,0,6,4,30.0,2,Xavier
0,4,49,25,147,0.163,45,3,7,65,9,0,20,2,62.0,0,Georgetown
0,3,30,21,112,0.080,29,4,2,41,0,0,9,3,38.5,1,Villanova
0,4,57,21,158,0.228,54,3,4,56,4,0,6,1,63.0,1,Seton Hall
0,3,16,16,99,0,15,1,3,44,9,0,4,1,19.0,1,Marquette
0,3,34,9,87,0.287,32,4,6,32,8,2,12,0,46.0,0,DePaul
0,3,21,22,106,-0.009,21,5,2,33,8,0,12,2,32.0,0,Seton Hall
0,4,50,31,159,0.119,45,3,7,57,5,0,12,1,59.0,3,Xavier
0,4,41,19,139,0.158,40,6,5,65,8,2,10,4,54.0,1,Butler
0,3,31,19,107,0.112,29,4,4,38,6,0,8,1,39.0,0,Creighton
0,3,34,15,93,0.204,31,2,6,33,7,0,2,2,37.0,0,Creighton
0,4,48,22,152,0.171,43,9,6,62,8,0,14,3,64.0,2,Villanova
0,3,41,14,125,0.216,40,3,5,52,6,1,16,3,53.0,0,Georgetown
