Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
1,5,52,20,164,0.195,48,2,5,84,6,0,22,1,65.0,1,Sam Houston St.
1,3,38,7,81,0.383,34,4,3,37,1,2,14,1,51.0,0,Ark.-Pine Bluff
0,4,50,17,158,0.209,46,5,7,76,3,0,24,2,67.0,3,Sacramento St.
0,5,55,26,150,0.193,49,6,4,61,2,0,28,1,75.0,2,North Texas
0,4,42,29,114,0.114,40,4,4,25,5,2,4,0,50.0,0,Ole Miss
0,4,42,33,148,0.061,40,1,3,63,2,2,4,0,47.0,0,NC State
1,4,47,17,137,0.219,44,9,1,59,4,4,16,0,68.0,0,McNeese
0,4,49,27,177,0.124,45,6,7,79,2,3,16,0,66.0,1,UNLV
0,4,49,19,159,0.189,41,6,1,72,5,1,16,1,64.0,1,UNLV
0,4,43,23,146,0.137,37,2,3,69,5,1,10,1,51.0,2,A&M-Corpus Christi
1,5,52,24,163,0.172,46,6,3,63,3,1,28,0,73.0,1,Samford
0,4,55,21,153,0.222,51,3,5,67,2,2,8,3,64.0,0,New Mexico
1,4,64,16,167,0.287,55,4,4,77,8,0,12,2,74.0,0,UTEP
1,5,52,16,159,0.226,47,2,6,70,6,0,30,3,69.0,1,Houston Baptist
1,4,53,13,126,0.317,47,1,11,47,1,0,20,0,64.0,1,South Alabama
1,3,30,8,79,0.278,21,4,3,30,3,0,26,0,47.0,0,Troy
0,3,35,14,116,0.181,29,0,4,51,7,1,4,2,38.0,4,Coastal Carolina
1,4,52,28,145,0.166,45,6,4,68,1,1,21,0,69.5,0,Little Rock
0,3,35,15,118,0.169,34,2,3,52,1,1,2,1,39.0,0,Arkansas St.
0,4,41,28,131,0.099,38,1,5,55,8,2,12,4,50.0,0,Texas St.
1,4,43,23,154,0.130,38,5,7,60,5,1,30,1,64.0,3,Ga. Southern
0,5,58,23,168,0.208,51,4,6,72,12,1,16,5,71.0,4,Georgia St.
0,4,53,19,179,0.190,47,4,5,88,9,1,18,0,67.0,1,Texas St.
1,3,38,12,97,0.268,36,6,4,48,6,0,4,1,46.0,0,Louisiana
0,4,40,25,146,0.103,36,0,7,69,4,2,14,0,49.0,2,Arkansas St.
1,5,69,24,195,0.231,66,6,3,90,1,1,20,3,86.0,0,Little Rock
1,3,39,16,125,0.184,36,3,6,57,4,5,6,1,50.0,1,Louisiana
1,3,43,15,127,0.220,40,3,1,66,3,0,16,1,54.0,0,Little Rock
0,3,27,19,114,0.070,26,1,3,52,5,0,2,0,29.0,0,Arkansas St.
