Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
1,3,38,8,108,0.278,37,4,2,51,1,1,12,2,49.0,1,George Mason
1,5,60,29,153,0.203,56,10,8,65,7,3,26/,0,86.0,2,American
1,4,49,24,144,0.174,47,8,8,59,3,1,14,3,65.0,1,Georgetown
1,4,45,27,132,0.136,41,7,16,53,4,4,22,0,67.0,0,UMBC
0,3,34,18,109,0.147,30,1,10,37,2,0,4,3,37.0,0,Purdue
0,3,35,25,94,0.106,33,2,4,28,1,2,8,4,43.0,0,Coastal Carolina
0,5,55,31,186,0.129,50,6,8,101,6,5,24,2,78.0,2,Notre Dame
1,4,55,17,129,0.295,47,4,11,45,1,2,22,3,72.0,2,George Mason
1,3,43,18,121,0.207,43,6,2,53,3,0,12,3,55.0,0,Penn
1,3,44,20,112,0.214,39,5,5,54,6,2,16,2,59.0,0,Bucknell
1,4,39,22,108,0.157,38,10,8,57,5,0,12,3,55.0,0,Lafayette
1,3,37,5,67,0.478,34,7,10,36,1,0,8,4,48.0,2,Loyola Maryland
1,4,65,21,142,0.310,63/,3,14,72,4,1,6,3,72.0,0,Clemson
0,3,24,23,91,0.011,24,3,5,40,4,0,8,1,31.0,2,Penn St.
0,5,54,35,174,0.109,45,6,10,71,3,3,10,4,68.0,1,Rhode Island
1,3,39,15,89,0.270,36,3,9,42,2,2,4,2,46.0,1,UMES
1,4,52,15,114,0.325,48,7,14,51,3,2,24,2,73.0,1,Delaware St.
1,3,37,10,93,0.290,32,4,12,41,0,2,6,0,46.0,1,Morgan St.
1,3,46,12,95,0.358,44,2,11,39,3,0,16,3,56.0,1,Coppin St.
1,3,35,10,83,0.301,30,7,9,25,3,2,10,2,49.0,0,Hampton
1,4,59,25,163,0.209,57,4,14,63,1,3,2,0,67.0,0,Bethune-Cookman
1,3,38,14,98,0.245,36,5,5,48,2,0,12,1,49.0,1,Coppin St.
1,4,66,16,157,0.318,61,3,14,78,5,0,8,0,73.0,0,UMES
1,3,39,11,70,0.400,35,6,7,37,1,2,8,1,51.0,2,Delaware St.
1,3,38,15,97,0.237,35,3,14,40,2,0,12,2,47.0,1,Norfolk St.
1,3,40,9,74,0.419,34,4,7,27,2,0,10,4,49.0,1,Hampton
1,3,44,15,96,0.302,39,5,7,43,4,0,6,3,52.0,0,Norfolk St.
1,3,31,9,79,0.278,26,2,10,38,4,1,16,1,42.0,1,Morgan St.
1,3,39,8,96,0.323,37,6,9,52,2,0,14,4,52.0,2,N.C. Central
1,4,57,24,167,0.198,53,7,4,83,0,1,22,7,76.0,0,Bethune-Cookman
1,4,51,14,150,0.247,51,4,10,69,4,4,22,3,70.0,5,Florida A&M
0,3,24,19,101,0.050,23,0,2,32,3,1,10,1,30.0,0,Wisconsin
