Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
1,3,36,9,94,0.287,31,8,3,44,6,1,20,3,55.0,1,Houston Baptist
1,4,53,19,141,0.241,49,4,10,66,7,0,16,3,65.0,2,Houston
1,4,52,18,121,0.281,51,8,11,43,7,0,28,4,74.0,2,Louisiana
1,4,55,19,136,0.265,51,5,8,55,2,0,24,2,72.0,2,Cal St. Fullerton
1,3,38,9,82,0.354,35,7,7,40,2,2,12,3,53.0,1,Air Force
1,3,38,10,99,0.283,33,8,5,41,0,2,10,4,53.0,0,The Citadel
1,4,48,15,138,0.239,47,9,6,56,5,3,20,2,70.0,1,Southeast Mo. St.
1,4,55,18,179,0.207,50,8,11,91,6,2,30,2,80.0,2,Drake
1,4,53,18,143,0.245,50,6,9,76,5,1,32,1,76.0,4,Western Ill.
0,4,41,20,156,0.135,40,5,8,83,6,4,22,3,61.0,0,Sacramento St.
1,4,51,16,145,0.241,49,10,5,68,5,3,22,2,75.0,0,Portland St.
1,5,62,32,191,0.157,59,7,8,83,4,1,36/,2,88.0,0,Southern Utah
0,3,33,22,113,0.097,32,1,1,34,3,0,8,6,38.0,4,Northern Ariz.
0,5,65,28,176,0.210,64,2,7,77,3,1,18,3,77.0,2,Montana St.
1,4,52,20,136,0.235,50,1,7,59,2,0,16,5,61.0,3,Montana
1,4,51,23,125,0.224,44,4,5,35,6,6,16,7,69.0,4,Idaho
0,3,37,19,123,0.146,36,4,2,57,5,2,16,2,51.0,0,Idaho St.
0,5,56,21,152,0.230,53,5,4,67,3,9/,20,1,80.0,1,Northern Colo.
0,4,54,20,141,0.241,50,4,6,47,2,6,14,0,71.0,4,North Dakota
0,5,50,21,144,0.201,50,4,3,69,5,3,14,3,64.0,0,Eastern Wash.
0,3,33,13,84,0.238,32,4,3,32,7,3,10,1,45.0,2,Idaho St.
0,5,65,32,172,0.192,64,9,10,69,5,0,24,2,86.0,3,Utah Valley
0,3,31,16,99,0.152,31,3,4,39,9,5,8,3,43.0,4,Northern Ariz.
1,3,36,14,100,0.220,35,3,6,44,1,1,16,1,48.0,4,Southern Utah
0,3,37,11,113,0.230,34,1,1,62,2,1,26,3,52.0,4,Portland St.
0,3,29,9,84,0.238,28,2,5,42,2,0,18,2,40.0,5,Sacramento St.
0,3,30,18,99,0.121,30,0,6,27,3,1,8,3,35.0,2,Utah St.
