Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
0,3,34,15,100,0.190,33,3,7,43,7,0,12,7,43.0,2,Youngstown St.
0,5,47,27,175,0.114,44,2,6,66,4,4,14,3,60.0,0,Murray St.
0,5,57,31,164,0.159,55,7,12,70,8,4,18,3,77.0,3,Purdue Fort Wayne
0,4,53,23,140,0.214,50,3,6,65,7,3,10,2,64.0,2,IUPUI
0,5,57,18,177,0.220,53,7,10,87,4,3,12,6,73.0,0,Omaha
0,3,39,23,132,0.121,34,4,4,66,7,1,10,7,49.0,2,Drake
0,4,59,22,160,0.231,50,5,9,61,6,1,8,3,69.0,3,South Dakota
0,3,28,17,93,0.118,26,3,4,40,11,2,8,4,37.0,3,Butler
1,4,47,24,155,0.148,44,3,8,74,1,3,24,1,65.0,0,Morehead St.
0,4,41,14,132,0.205,40,5,7,52,6,2,18,3,57.0,0,Northern Ky.
1,5,64,24,173,0.231,60,6,12,67,8,6,8,1,80.0,0,UNC Greensboro
1,4,58,21,148,0.250,54,3,5,81,2,3,16,1,72.0,2,Valparaiso
0,3,33,21,95,0.126,33,1,3,32,6,0,6,2,37.0,0,Ohio St.
1,5,68,28,178,0.225,66,7,8,75,3,1,14,2,83.0,0,Central Mich.
1,5,62,31,174,0.178,54,5,8,74,3,2,6,4,72.0,0,Eastern Mich.
0,4,56,29,157,0.172,55,5,2,65,4,1,14,2,69.0,2,Toledo
1,3,54,17,119,0.311,51,4,5,50,1,2,6,3,63.0,0,Buffalo
0,3,33,20,96,0.135,31,2,1,33,12,1,6,4,39.0,0,Northern Ill.
1,4,56,30,178,0.146,51,4,7,76,3,5,6,0,68.0,0,Western Mich.
0,5,62,35,188,0.144,61,2,7,101,1,3,0,3,67.0,1,Kent St.
0,5,67,22,184,0.245,63,2,10,84,5,0,12,3,75.0,0,Ohio
1,3,41,12,103,0.282,39,5,7,52,4,1,14,0,54.0,1,Bowling Green
1,4,43,16,133,0.203,41,7,9,49,5,4,18,1,63.0,1,Eastern Mich.
1,5,63,18,166,0.271,57,3,6,79,13,1,8,0,71.0,0,Central Mich.
0,5,48,20,158,0.177,44,5,10,76,4,5,12,1,64.0,4,Toledo
1,3,45,9,110,0.327,42,4,6,49,2,2,18,1,60.0,0,Akron
1,4,45,20,156,0.160,41,6,8,80,2,3,14,1,61.0,1,Western Mich.
0,5,51,38/,199,0.065,47,8,3,94,7,6,16,3,73.0,0,Northern Ill.
0,3,36,17,115,0.165,34,4,2,45,3,0,4,0,42.0,5,Western Mich.
