Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
1,5,57,19,158,0.241,52,4,10,57,5,2,10,1,68.0,1,Georgetown
1,5,59,34,165,0.152,53,5,6,66,11,1,14,4,72.0,0,George Mason
0,5,44,28,154,0.104,40,7,7,52,10,1,27/,2,65.5,1,Howard
0,5,48,16,161,0.199,44,6,11,65,4,1,14,5,62.0,0,Washington
1,3,41,15,98,0.265,36,6,4,48,4,0,9,0,51.5,1,UMES
1,3,47,14,100,0.330,44,3,12,37,1,0,14,1,57.0,0,Norfolk St.
1,3,42,18,93,0.258,40,7,7,41,4,2,8,2,55.0,4,Rider
1,3,44,9,81,0.432,40,7,13,31,5,2,12,1,59.0,0,Coppin St.
0,3,32,15,100,0.170,31,1,5,29,2,2,9,3,39.5,0,Michigan
0,4,47,15,136,0.235,46,5,8,49,5,2,8,2,58.0,2,Pittsburgh
0,3,39,15,107,0.224,37,4,4,43,5,1,6,0,47.0,0,Coastal Carolina
1,3,44,16,108,0.259,41,3,9,33,1,4,4,3,53.0,0,Morgan St.
1,4,62,16,138,0.333,58,8,8,50,7,0,18,2,79.0,0,Purdue Fort Wayne
1,4,54,14,122,0.328,46,8,8,43,5,0,14,1,69.0,0,Stony Brook
0,3,32,17,101,0.149,31,7,7,40,7,1,4,4,42.0,0,Hofstra
1,3,39,18,115,0.183,36,9,12,45,3,2,18,1,59.0,0,Bucknell
1,3,45,10,76,0.461,43,10,7,32,2,1,4,3,58.0,1,Lafayette
1,3,35,7,59,0.475,24,16/,6,19,1,0,20,1,61.0,0,Delaware St.
1,3,40,9,108,0.287,38,3,7,54,2,3,16,0,54.0,1,Army West Point
1,3,41,18,98,0.235,41,8,10,44,2,1,14,3,57.0,0,Holy Cross
1,4,61,12,148,0.331,54,4,14,67,2,3,14,3,75.0,0,Navy
1,3,39,17,85,0.259,37,9,8,31,7,3,2,3,52.0,1,Lehigh
1,3,37,14,95,0.242,34,7,7,36,4,3,9,2,51.5,0,Colgate
1,3,37,7,89,0.337,34,5,7,51,3,2,6,2,47.0,1,Loyola Maryland
1,3,43,12,95,0.326,39,4,11,44,1,0,8,0,51.0,1,Lafayette
1,3,40,7,83,0.398,37,7,6,45,3,1,12,0,54.0,0,Bucknell
1,3,43,13,100,0.300,43,5,9,30,3,2,12,1,56.0,0,Navy
1,3,42,10,76,0.421,36,6,8,36,2,1,6,0,52.0,0,Holy Cross
1,3,40,12,93,0.301,37,3,5,38,6,2,18,2,54.0,1,Army West Point
1,3,37,9,94,0.298,32,8,5,44,3,2,10,1,52.0,1,Colgate
0,3,29,16,98,0.133,28,2,6,33,5,0,6,1,34.0,0,Lehigh
1,3,41,14,88,0.307,34,12,6,34,4,1,10,1,59.0,0,Loyola Maryland
1,3,40,11,111,0.261,38,3,8,60,3,1,16,5,52.0,0,Navy
1,4,65,16,151,0.325,60,5,7,69,7,0,12,2,76.0,2,Colgate
0,3,26,15,88,0.125,25,2,6,28,2,0,12,0,34.0,1,Michigan
