Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
0,3,37,19,123,0.146,36,1,9,49,5,2,10,0,45.0,0,Villanova
0,4,52,17,143,0.245,45,7,7,45,7,2,10,0,66.0,0,Western Ky.
1,3,39,12,89,0.303,38,12,6,43,4,2,4,0,55.0,0,Ohio
1,3,49,12,110,0.336,45,2,14,49,2,0,6,0,54.0,0,Delaware
1,3,44,16,100,0.280,41,6,7,45,4,3,8,0,57.0,0,New Orleans
1,3,45,7,94,0.404,43,5,9,47,2,2,6,0,55.0,0,VCU
1,4,62,11,131,0.389,58,9,10,58,4,1,4,0,74.0,2,South Alabama
1,3,43,9,76,0.447,42,5,3,33,5,1,8,0,53.0,0,Marist
1,5,51,19,131,0.244,47,5,12,45,6,3,8,0,63.0,0,Indiana
1,5,74,24,182,0.275,74/,8,10,63,6,1,14,0,90.0,0,Fla. Atlantic
1,3,48,14,102,0.333,44,5,9,41,4,0,8,0,57.0,0,Tulane
1,3,52,18,134,0.254,47,4,5,56,3,1,18,2,66.0,0,UTRGV
1,4,60,26,144,0.236,58,7,5,54,2,3,11,1,75.5,1,FIU
1,3,36,6,78,0.385,30,7,9,34,2,1,24,0,56.0,0,Stetson
1,3,51,15,113,0.319,50,3,10,48,2,1,6,3,58.0,0,Bethune-Cookman
1,3,40,15,90,0.278,38,9,11,31,5,0,8,0,53.0,0,NJIT
1,3,45,15,113,0.265,44,6,7,49,2,2,10,0,58.0,0,USC Upstate
0,4,46,31,145,0.103,43,3,13,55,3,0,14,1,56.0,0,Kennesaw St.
1,3,43,7,94,0.383,38,3,4,48,2,2,8,0,52.0,1,Lipscomb
1,3,43,9,101,0.337,41,8,11,48,2,1,12,0,58.0,2,Jacksonville
1,3,43,12,105,0.295,43,4,6,42,4,0,12,0,53.0,0,North Florida
1,3,37,8,82,0.354,35,6,10,40,3,0,8,0,47.0,0,Stetson
1,4,68,16,167,0.311,66,3,7,73,1,2,10,0,78.0,1,Bethune-Cookman
0,5,41,33,133,0.060,41,7,2,60,3,0,10,0,53.0,3,North Florida
1,3,43,14,109,0.266,41,4,2,54,3,7/,8,0,58.0,0,Jacksonville
0,3,35,13,127,0.173,35,1,12,51,3,0,12,1,42.0,0,Lipscomb
1,5,61,19,148,0.284,59,11,6,68,8,1,14,0,80.0,1,Kennesaw St.
1,5,73,10,146,0.432,68,8,8,68,6,2,22,2,94.0/,0,USC Upstate
1,3,33,17,86,0.186,30,6,5,39,3,2,10,1,46.0,4,NJIT
1,4,62,21,162,0.253,58,5,5,81,2,1,10,2,73.0,2,Jacksonville
1,5,50,30,164,0.122,49,9,12,72,6,4,22,1,74.0,6,Kennesaw St.
0,4,42,21,122,0.172,40,1,4,43,6,4,29,5,61.5,1,Lipscomb
