Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
0,3,18,18,91,0,17,3,8,33,4,0,2,0,22.0,0,UCLA
0,3,23,20,96,0.031,22,2,6,40,8,0,8,0,29.0,0,Illinois St.
1,4,50,16,146,0.233,48,11,14,57,3,0,6,2,64.0,2,Cal St. Fullerton
0,3,36,21,108,0.139,36,6,7,41,6,0,14,3,49.0,2,Binghamton
0,4,42,22,142,0.141,37,8,7,46,4,0,16,0,58.0,2,La Salle
0,5,45,20,134,0.187,43,9,18/,43,6,3,20,1,67.0,0,Hartford
0,5,60,26,172,0.198,56,6,11,66,8,5/,6,0,74.0,0,Central Conn. St.
0,3,22,25,101,-0.030,21,3,3,40,7,0,6,0,28.0,0,Army West Point
0,3,26,22,126,0.032,23,0,2,57,2,0,16,0,34.0,1,Dartmouth
1,4,60,26,147,0.231,54,10,8,60,2,3,6,0,76.0,1,Buffalo
0,4,44,23,140,0.150,41,3,7,63,7,5/,18,0,61.0,0,Siena
0,5,47,25,152,0.145,42,10,10,63,3,1,10,1,63.0,2,Marist
1,4,61,26,134,0.261,57,6,12,49,5,2,2,0,70.0,2,Rider
0,3,22,18,108,0.037,19,1,8,33,4,1,2,2,25.0,1,Fairfield
1,5,70,25,170,0.265,69,8,7,61,10,3,8,1,85.0,2,Quinnipiac
1,3,37,16,91,0.231,35,9,5,43,1,1,6,1,50.0,0,Iona
1,4,54,19,157,0.223,44,10,11,66,3,1,10,4,70.0,4,Manhattan
1,3,41,7,84,0.405,39,10,4,35,1,2,8,0,57.0,0,Canisius
0,3,32,16,120,0.133,30,4,9,51,5,0,8,2,40.0,1,Rider
0,5,44,25,136,0.140,39,8,15,54,6,4,6,0,59.0,1,Marist
0,3,36,17,115,0.165,35,6,6,47,4,2,10,0,49.0,1,Siena
1,3,42,11,116,0.267,39,8,11,44,3,0,8,0,54.0,1,Canisius
1,4,60,20,149,0.268,59,8,12,65,3,0,4,1,70.0,2,Quinnipiac
0,5,68,28,186,0.215,66,3,10,82,1,1,12,1,78.0,3,Fairfield
0,5,67,31,204,0.176,63,8,11,74,3,2,12,1,83.0,0,Manhattan
1,5,50,31,182,0.104,47,6,9,96,11,0,12,4,62.0,3,Iona
0,5,55,19,146,0.247,53,7,12,53,5,4,12,0,72.0,1,Quinnipiac
