Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
1,4,63,22,169,0.243,62,6,9,72,8,2,12,3,77.0,0,Binghamton
0,3,29,25,105,0.038,29,4,6,38,3,0,14,1,40.0,0,Col. of Charleston
0,3,32,24,101,0.079,30,9,5,38,2,1,4,1,44.0,0,South Carolina
0,3,20,24,78,-0.051,20,0,5,21,9,0,6,2,23.0,1,Mississippi St.
0,4,39,22,115,0.148,37,3,6,28,6,3,10,2,50.0,1,Oklahoma
1,3,41,9,97,0.330,38,9,4,44,1,2,10,2,57.0,2,Ark.-Pine Bluff
0,3,43,17,87,0.299,41,2,4,29,4,0,4,2,47.0,0,Little Rock
0,4,51,24,149,0.181,47,5,3,72,9,3,8,3,63.0,0,Northern Ariz.
1,3,43,17,96,0.271,42,4,9,29,4,0,6,3,50.0,0,Alabama A&M
0,3,28,21,83,0.084,27,1,3,16,3,1,4,0,32.0,1,Arkansas St.
0,3,27,19,91,0.088,24,0,8,39,8,1,8,3,32.0,0,Tulsa
0,3,31,14,102,0.167,30,1,7,43,5,2,4,1,36.0,1,Central Ark.
0,4,54,35,161,0.118,45,5,6,67,8,1,10,1,65.0,2,Louisiana
1,4,66,21,150,0.300,63,1,6,60,9,1,8,0,72.0,0,UAB
0,3,25,24,99,0.010,23,1,4,31,6,1,12,1,33.0,1,Memphis
0,3,37,13,94,0.255,34,2,5,30,4,0,10,2,44.0,0,Murray St.
0,3,30,13,94,0.181,30,4,2,39,12,1,6,3,38.0,1,Austin Peay
0,4,38,22,141,0.113,36,1,10,62,6,2,12,5,47.0,1,SIUE
0,4,52,28,144,0.167,49,5,7,52,5,2,8,4,63.0,0,Eastern Ill.
1,5,55,29,161,0.161,53,5,8,68,5,2,26,15,75.0,0,Southeast Mo. St.
0,4,43,25,160,0.113,41,5,6,79,7,0,14,4,55.0,0,Tennessee Tech
1,5,74,28,172,0.267,69,5,10,74,3,2,6,7,84.0,0,Tennessee St.
0,4,36,27,133,0.068,35,6,4,54,12,8,2,5,51.0,1,Belmont
1,3,39,17,92,0.239,38,6,7,38,6,1,10,2,51.0,1,Morehead St.
0,4,41,32,125,0.072,34,3,1,43,8,0,6,0,47.0,1,Eastern Ky.
0,3,31,18,99,0.131,27,1,7,32,5,2,4,6,36.0,0,Austin Peay
0,3,26,14,99,0.121,22,4,5,41,5,2,10,7,37.0,1,Murray St.
1,5,83/,33,238/,0.210,75,6,8,116,7,0,20,5,99.0/,0,Eastern Ill.
0,4,55,26,169,0.172,51,5,8,74,5,0,10,2,65.0,1,SIUE
0,3,22,27,107,-0.047,20,3,2,44,6,1,6,0,29.0,0,Southeast Mo. St.
1,3,41,18,105,0.219,36,8,5,40,2,1,18,3,59.0,1,Jacksonville St.
