Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
0,3,19,24,88,-0.057,19,2,4,37,10,0,2,3,22.0,0,Northern Ariz.
0,3,26,13,82,0.159,24,2,7,28,9,5,24,2,45.0,0,Temple
0,3,34,14,88,0.227,33,0,3,31,4,0,8,1,38.0,2,ETSU
0,3,21,20,75,0.013,21,1,8,29,11,1,2,3,24.0,3,Liberty
0,3,35,16,109,0.174,33,6,6,40,3,2,18,4,52.0,1,USC Upstate
0,3,36,20,100,0.160,31,6,13,32,5,0,4,3,44.0,0,N.C. A&T
0,3,30,17,89,0.146,28,1,8,31,7,1,10,2,37.0,3,UNC Greensboro
0,3,26,20,69,0.087,23,4,7,17,15,1,6,0,34.0,0,Radford
1,5,53,27,131,0.198,48,9,12,42,6,2,10,0,69.0,0,Loyola Maryland
0,3,24,19,84,0.060,23,3,2,23,9,0,6,1,30.0,0,Bryant
0,3,20,23,82,-0.037,19,1,3,32,10,0,8,0,25.0,1,George Mason
0,4,50,22,114,0.246,47,7,14,38,7,0,12,2,63.0,2,Morgan St.
1,5,54,27,144,0.188,51,10,23/,49,3,5,10,0,74.0,2,Coppin St.
1,3,35,16,81,0.235,32,7,15,28,4,0,4,3,44.0,3,Delaware St.
0,4,49,34,123,0.122,45,9,17,35,10,1,4,4,61.0,3,UMES
0,3,35,24,96,0.115,33,3,11,29,7,1,2,2,40.0,1,Howard
0,5,65,26,141,0.277,60,10,13,46,14,2,19,2,86.5/,2,Norfolk St.
0,3,21,19,70,0.029,20,1,6,22,12,0,2,3,23.0,1,UMES
1,4,44,25,126,0.151,39,4,11,56,11,1,10,4,54.0,3,Morgan St.
1,3,47,15,101,0.317,42,3,8,30,3,1,16,1,59.0,2,Coppin St.
0,3,30,17,80,0.163,30,2,7,23,4,2,6,1,37.0,4,Howard
1,3,46,9,79,0.468,45,4,7,39,4,1,6,3,54.0,0,Delaware St.
0,4,45,24,112,0.188,43,6,9,40,13,1,6,4,55.0,3,Norfolk St.
