Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
0,4,45,31,155,0.090,40,2,3,65,6,1,18,3,57.0,0,Ole Miss
1,3,38,15,119,0.193,37,6,7,76,3,0,8,0,48.0,0,Omaha
1,3,52,18,131,0.260,50,3,7,64,1,1,10,0,61.0,0,North Dakota
0,3,30,18,114,0.105,28,4,9,42,2,2,18,6,45.0,2,San Diego St.
1,4,46,22,159,0.151,44,6,7,71,4,2,24,3,66.0,0,Murray St.
0,3,29,18,105,0.105,28,2,14/,36,7,0,6,1,34.0,0,Oregon
1,5,72,39,182,0.181,71,3,7,63,6,1,18,3,85.0,0,Southern Utah
0,5,59,26,156,0.212,56,3,6,58,5,1,16,4,71.0,0,Nevada
0,3,45,16,113,0.257,42,1,5,50,4,0,6,2,49.0,0,Gonzaga
1,3,40,17,114,0.202,37,3,3,65,2,0,22,2,54.0,0,Sacramento St.
0,4,40,20,143,0.140,35,5,7,62,8,0,22,0,56.0,0,Boise St.
1,3,43,15,103,0.272,40,1,5,48,0,1,20,0,55.0,1,Portland St.
1,4,63,25,139,0.273,62,3,5,61,2,0,12,3,72.0,0,Santa Clara
0,3,40,14,119,0.218,39,1,9,48,2,1,4,3,44.0,1,Long Beach St.
0,5,71,25,178,0.258,66,10,6,80,5,1,12,1,88.0,0,CSUN
1,4,58,23,147,0.238,57,6,10,62,4,1,14,2,72.0,5,UC Irvine
0,4,61,28,154,0.214,58,5,9,63,5,1,12,2,73.0,1,UC Santa Barbara
1,4,80/,20,170,0.353,78/,3,13,78,3,1,15,4,91.5,1,Cal St. Fullerton
0,3,24,28,99,-0.040,22,1,7,25,3,0,4,2,27.0,0,Hawaii
1,4,56,21,159,0.220,54,2,8,67,1,2,16,0,68.0,2,UC Riverside
1,4,64,25,154,0.253,58,9,12,70,3,1,22,3,85.0,1,Cal St. Fullerton
1,4,63,21,160,0.263,58,6,6,63,1,2,28,1,85.0,0,CSUN
0,3,30,20,95,0.105,29,3,3,32,4,2,13,1,41.5,2,Long Beach St.
0,5,54,23,155,0.200,53,4,8,61,4,1,16,2,67.0,0,UC Santa Barbara
0,5,59,18,170,0.241,58,7,5,72,2,0,30,4,81.0,6/,Cal Poly
1,4,52,25,151,0.179,50,2,11,65,1,0,32,1,70.0,3,UC Riverside
0,3,32,17,116,0.129,31,1,9,47,2,1,8,0,38.0,1,Hawaii
1,3,54,13,133,0.308,51,1,6,46,1,1,10,1,61.0,2,UC Irvine
0,3,35,12,117,0.197,31,3,6,47,5,1,11,4,44.5,3,Cal Poly
