Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
1,4,56,25,154,0.201,51,13/,9,57,3,1,22,2,81.0,1,Jacksonville St.
0,5,44,27,173,0.098,41,4,7,68,6,1,18,2,58.0,3,Air Force
0,3,32,17,104,0.144,31,1,4,43,7,0,10,3,38.0,0,Utah St.
0,3,34,21,102,0.127,33,1,2,39,4,2,0,2,37.0,2,Denver
0,3,21,14,71,0.099,21,3,7,19,5,0,2,6,25.0,5,Nebraska
0,3,18,20,95,-0.021,18,3,4,32,3,0,8,3,25.0,1,Creighton
0,3,22,18,101,0.040,22,4,5,36,3,0,8,4,30.0,1,Gonzaga
0,4,55,24,141,0.220,49,3,9,49,5,0,14,1,65.0,2,Idaho
0,4,41,12,122,0.238,37,2,5,35,5,0,20,4,53.0,2,Eastern Wash.
0,3,27,18,75,0.120,27,6,5,19,9,0,6,3,36.0,0,Portland St.
1,4,48,30,138,0.130,46,7,6,50,5,0,24,2,67.0,2,Montana
1,5,74,26,197,0.244,72,3,10,73,2,1,24,4,90.0,2,Weber St.
0,4,54,27,136,0.199,49,4,5,46,7,1,4,1,61.0,1,Idaho St.
0,3,28,20,112,0.071,26,2,3,40,3,0,4,3,32.0,0,North Dakota
0,3,24,16,100,0.080,22,1,4,33,2,0,8,3,29.0,1,Northern Colo.
0,3,35,28,127,0.055,34,4,3,54,6,0,14,3,46.0,1,Northern Ariz.
1,3,41,17,104,0.231,39,7,5,41,3,0,24,3,60.0,2,Southern Utah
0,4,46,20,127,0.205,44,6,5,46,8,1,10,4,58.0,2,Northern Colo.
0,3,34,18,117,0.137,31,2,5,47,8,1,16,0,45.0,3,North Dakota
0,4,50,29,156,0.135,46,2,7,66,5,0,15,2,59.5,4,Sacramento St.
0,3,36,16,118,0.169,33,4,2,52,5,0,10,3,45.0,1,Montana
0,4,51,26,160,0.156,51,4,4,71,7,0,10,1,60.0,0,Eastern Wash.
0,5,62,22,160,0.250,55,5,10,50,3,3,12,1,76.0,1,Idaho
