Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
0,4,57,18,150,0.260,55,1,10,57,5,1,6,4,62.0,0,Nebraska
1,4,60,15,132,0.341,55,5,5,54,6,2,20,1,77.0,0,Oregon
1,3,37,9,72,0.389,37,9,3,34,2,0,18,3,55.0,1,Central Mich.
1,3,44,4,72,0.556,39,7,5,35,2,2,8,1,57.0,0,Morgan St.
1,3,37,9,82,0.341,36,6,7,34,0,2,14,3,52.0,1,Michigan St.
1,3,47,9,87,0.437,44,3,6,36,2,1,18,2,60.0,1,Denver
1,3,46,9,95,0.389,42,7,8,42,3,0,10,3,58.0,0,LIU
1,4,51,19,144,0.222,47,4,9,52,1,4,24,4,71.0,2,Florida St.
1,3,44,14,100,0.300,43,3,4,51,0,0,12,2,53.0,1,Jacksonville
1,3,44,11,82,0.402,41,3,4,29,1,3,18,3,59.0,0,Florida A&M
1,4,59,11,128,0.375,56,1,9,52,1,3,24,4,75.0,2,Marshall
1,4,61,10,138,0.370,58,1,9,73,1,5,18,4,76.0,1,Ole Miss
1,3,48,12,96,0.375,45,5,6,37,0,4,14,1,64.0,0,Alabama
0,3,30,18,94,0.128,29,0,2,36,4,2,8,0,36.0,0,Kentucky
1,4,63,19,136,0.324,60,3,5,57,2,3,16,2,77.0,0,Tennessee
1,3,38,15,92,0.250,34,4,7,39,2,3,16,0,53.0,0,South Carolina
1,3,40,8,102,0.314,39,7,7,58,1,1,8,1,52.0,1,LSU
1,4,64,23,170,0.241,62,1,4,75,2,1,26,2,79.0,0,Texas A&M
1,3,41,8,80,0.412,40,3,2,48,2,1,14,1,52.0,1,Mississippi St.
1,3,45,6,89,0.438,43,6,3,47,6,3,9,2,58.5,0,Georgia
1,3,49,12,114,0.325,46,2,4,53,0,2,10,3,58.0,3,Ole Miss
1,3,40,8,76,0.421,38,3,5,35,2,0,21,1,53.5,0,LSU
1,3,44,10,96,0.354,41,6,3,51,2,0,18,3,59.0,0,Georgia
1,3,50,4,83,0.554,49,1,7,50,3,1,16,3,60.0,0,Mississippi St.
1,3,45,10,99,0.354,44,9,3,43,0,0,4,1,56.0,3,South Carolina
1,3,42,10,87,0.368,40,3,8,46,5,0,14,2,52.0,2,Alabama
0,5,62,25,162,0.228,61,4,7,70,3,3,4,1,71.0,3,Missouri
1,4,48,20,124,0.226,44,6,5,54,1,2,20,1,66.0,1,Auburn
1,3,61,14,114,0.412,59,2,12,40,2,0,14,5,70.0,0,Arkansas
1,3,49,10,84,0.464,46,9,11,33,1,0,14,1,65.0,1,Alabama St.
0,5,71,18,163,0.325,68,4,15,74,2,2,12,4,83.0,3,Florida St.
