Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
0,3,31,20,104,0.106,27,0,3,38,4,1,8,1,36.0,1,Fla. Atlantic
0,3,30,18,93,0.129,30,1,6,32,4,1,10,0,37.0,0,Northeastern
0,3,31,25,118,0.051,31,2,4,41,5,0,10,0,38.0,0,Drake
0,4,43,25,144,0.125,42,6,7,67,3,0,14,0,56.0,0,North Florida
0,3,31,22,118,0.076,30,4,8,49,3,3,6,2,41.0,0,Sam Houston St.
0,3,22,23,108,-0.009,19,1,4,44,2,3,8,1,30.0,0,UTRGV
1,5,63,23,171,0.234,58,5,12,78,4,6,6,2,77.0,0,Tulane
0,3,19,25,106,-0.057,19,1,1,47,12,0,2,2,21.0,1,Northern Ariz.
0,3,25,19,98,0.061,23,1,1,46,8,0,4,2,28.0,2,Northern Ariz.
0,3,27,17,114,0.088,25,2,5,57,0,1,4,3,32.0,0,Georgia
0,5,62,24,190,0.200,57,1,4,95,2,2,10,2,70.0,2,McNeese
0,3,31,10,100,0.210,29,0,1,43,5,1,6,6,35.0,1,South Alabama
0,5,50,29,175,0.120,48,2,6,98,4,2,20,0,64.0,3,Stetson
1,3,39,21,108,0.167,39,4,4,58,2,4,6,2,50.0,1,Savannah St.
0,3,26,14,94,0.128,26,2,2,39,3,4,6,2,35.0,2,FGCU
0,3,36,21,115,0.130,36,0,3,52,4,7/,14,2,50.0,5,Florida A&M
0,4,40,26,151,0.093,37,1,3,62,6,2,16,0,51.0,2,North Florida
0,4,34,35,131,-0.008,32,3,4,54,6,2,4,0,41.0,1,N.C. A&T
1,3,42,12,94,0.319,40,7,3,49,5,1,10,0,55.0,3,N.C. Central
0,4,44,26,138,0.130,41,1,5,67,4,3,10,2,53.0,3,Howard
1,3,42,11,109,0.284,39,3,3,49,1,1,0,2,46.0,0,Morgan St.
0,4,48,22,140,0.186,45,5,5,67,8,4,8,4,61.0,2,Jacksonville
1,3,46,11,96,0.365,42,3,5,55,4,1,12,1,56.0,0,Savannah St.
0,4,55,22,157,0.210,52,1,3,64,3,1,8,0,61.0,3,FGCU
0,4,57,24,170,0.194,50,3,6,70,3,2,2,0,63.0,2,Florida A&M
1,4,55,25,152,0.197,54,4,2,78,3,0,22,1,70.0,1,N.C. A&T
1,3,47,11,97,0.371,47,6,9,46,5,4,4,1,59.0,0,N.C. Central
1,3,41,9,88,0.364,37,2,3,52,3,1,6,1,47.0,0,Morgan St.
0,4,46,23,161,0.143,44,0,3,74,7,4,6,8/,53.0,1,Howard
