Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
1,4,42,19,119,0.193,37,5,11,51,2,4,20,1,61.0,0,Arizona
1,4,62,24,173,0.220,60,6,11,83,8,3,18,0,80.0,0,Hawaii
0,3,33,17,105,0.152,33,2,4,38,3,1,8,2,40.0,0,Wisconsin
0,4,69,31,169,0.225,66,2,5,67,4,2,6,0,76.0,0,Michigan
1,5,64,30,209,0.163,63,3,8,110,3,2,28,4,83.0,0,Georgia Tech
1,3,47,8,93,0.419,45,6,7,48,2,0,12,1,59.0,0,Tennessee St.
1,4,57,7,119,0.420,57,6,11,49,5,1,24,6,76.0,0,Mississippi St.
1,3,40,16,96,0.250,39,7,5,50,3,1,6,0,51.0,0,Loyola Chicago
1,4,62,23,169,0.231,57,5,13,56,1,1,18,2,77.0,0,Creighton
1,3,43,12,114,0.272,41,3,4,51,0,2,20,4,58.0,0,Arkansas
1,4,56,17,134,0.291,50,8,7,49,3,0,10,4,69.0,0,Kansas City
1,4,65,18,137,0.343,65,9,8,61,2,2,4,5,78.0,1,Southern Miss.
1,4,55,14,149,0.275,48,5,13,58,1,4,20,2,74.0,0,Iowa St.
0,3,36,17,143,0.133,36,4,5,66,2,2,17,0,50.5,0,Baylor
0,5,69,25,176,0.250,66,4,11,68,4,0,16,2,81.0,0,Texas
1,3,46,13,107,0.308,45,5,6,43,1,0,8,1,55.0,0,Texas Tech
1,4,71,22,163,0.301,69,5,7,74,5,3,12,4,85.0,0,TCU
0,3,38,19,100,0.190,36,2,5,45,3,1,8,1,45.0,1,Kansas
1,4,62,24,145,0.262,61,3,5,47,1,2,18,1,76.0,1,Oklahoma
1,5,59,28,162,0.191,57,10,9,61,2,0,16,4,77.0,0,West Virginia
0,4,60,23,175,0.211,57,4,9,67,1,0,19,2,73.5,2,Iowa St.
1,4,52,26,144,0.181,49,6,8,62,1,2,22,0,71.0,1,Baylor
0,5,62,29,181,0.182,60,1,14,86,1,2,16,3,73.0,1,Kansas
0,3,35,19,117,0.137,34,1,7,48,4,0,13,2,42.5,3,TCU
1,5,55,19,173,0.208,50,4,11,72,3,3,30,2,77.0,0,West Virginia
1,4,62,19,128,0.336,55,8,7,52,2,1,16,2,79.0,1,Oklahoma
0,4,45,22,118,0.195,44,2,11,28,5,0,10,2,52.0,0,Texas
1,3,46,16,105,0.286,44,2,4,49,2,2,18,2,59.0,1,Texas Tech
1,3,48,8,107,0.374,43,4,6,39,1,1,20,1,63.0,0,Lipscomb
0,5,53,32,173,0.121,49,4,5,55,1,1,33,4,74.5,0,Ohio St.
