Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
0,3,21,20,85,0.012,19,1,5,29,4,0,6,1,25.0,2,San Diego St.
0,3,24,17,87,0.080,23,2,3,28,9,2,8,0,32.0,2,Michigan St.
0,3,19,19,93,0,19,1,12,35,6,1,10,3,26.0,1,Denver
0,4,41,31,140,0.071,39,7,7,61,5,0,6,0,51.0,1,James Madison
0,3,34,18,117,0.137,31,2,5,59,8,0,4,1,38.0,1,Colgate
0,4,57,29,179,0.156,51,3,10,84,5,2,18,2,71.0,0,Cornell
0,4,47,23,147,0.163,43,6,11,46,2,1,10,2,59.0,8,South Alabama
0,3,22,14,88,0.091,22,3,3,38,6,4,10,0,34.0,3,Indiana
0,3,30,15,83,0.181,30,5,7,19,5,0,6,0,38.0,3,FGCU
0,3,37,15,113,0.195,37,4,7,39,2,1,2,1,43.0,2,Army West Point
1,5,61,32,172,0.169,57,5,6,93,1,2,14,0,75.0,3,Canisius
1,5,60,24,162,0.222,56,3,16,66,10,0,14,2,70.0,5,Niagara
1,3,48,8,80,0.500,45,8,9,34,2,1,8,1,61.0,4,Siena
0,4,49,27,153,0.144,47,4,7,68,4,0,6,3,56.0,4,Fairfield
1,4,48,17,135,0.230,46,4,3,71,7,0,16,6,60.0,7,Iona
1,3,47,13,117,0.291,43,7,4,56,6,4,12,3,64.0,4,Manhattan
1,4,59,27,156,0.205,56,6,10,74,8,1,6,0,69.0,8,Rider
0,5,71,27,171,0.257,70,8,12,65,7,3,14,5,89.0,9,Quinnipiac
0,3,34,23,107,0.103,33,4,6,36,3,1,6,1,42.0,0,Fairfield
0,4,57,27,165,0.182,54,5,9,78,7,2,10,4,69.0,0,Siena
1,4,54,22,142,0.225,52,7,15,73,4,1,8,1,66.0,1,NJIT
1,3,46,10,96,0.375,46,6,11,39,4,2,8,1,58.0,3,Quinnipiac
1,5,57,27,147,0.204,54,6,13,62,8,3,12,2,72.0,10/,Niagara
1,4,59,28,166,0.187,57,11,5,79,6,1,8,0,75.0,3,Canisius
0,3,38,17,103,0.204,37,3,3,37,2,2,4,1,45.0,4,Manhattan
1,3,42,12,106,0.283,36,7,9,45,6,0,16,3,57.0,2,Iona
0,3,40,16,99,0.242,40,4,8,32,7,2,6,1,49.0,6,Rider
0,4,57,27,134,0.224,56,6,9,49,7,0,18,4,72.0,3,Quinnipiac
