Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
1,3,45,11,75,0.453,43,10,4,23,0,2,8,2,61.0,0,Grambling
1,5,66,16,157,0.318,64,4,11,69,5,3,17,5,81.5,2,McNeese
1,5,66,15,161,0.317,63,6,11,60,11,5,18,5,86.0,4,Southern Miss.
0,4,53,25,168,0.167,44,3,12,81,6,3,20,4,69.0,0,UTRGV
0,5,57,29,173,0.162,52,4,11,75,5,1,14,2,69.0,0,Bethune-Cookman
0,4,52,22,154,0.195,49,1,7,65,3,0,16,0,61.0,1,Sam Houston St.
1,3,40,12,102,0.275,40,4,3,44,5,3,4,0,49.0,1,Clemson
1,5,87/,20,195,0.344,82/,6,9,86,3,1,10,1,99.0/,2,North Dakota
1,3,44,15,113,0.257,39,4,7,45,2,2,10,1,55.0,1,ETSU
0,3,34,13,93,0.226,28,5,9,33,5,1,8,0,44.0,1,FGCU
1,5,66,22,168,0.262,61,3,14,66,6,1,18,2,79.0,1,Fla. Atlantic
1,5,67,23,177,0.249,64,4,11,74,7,4,18,1,84.0,2,Temple
0,4,50,15,142,0.246,48,4,5,36,4,4,8,0,62.0,0,UConn
0,5,43,24,162,0.117,41,8,6,78,6,2,14,0,60.0,1,SMU
1,5,63,24,200,0.195,57,0,7,104,7,2,18,0,74.0,0,Tulsa
1,4,57,18,154,0.253,51,7,3,78,6,1,8,1,69.0,3,South Fla.
1,3,51,16,124,0.282,48,4,7,61,1,0,13,1,61.5,3,UCF
0,4,59,29,174,0.172,54,4,14,62,2,1,10,1,69.0,0,East Carolina
0,5,68,24,191,0.230,64,1,11,87,5,6,16,0,83.0,0,Cincinnati
1,4,62,17,153,0.294,59,5,7,80,4,1,8,1,72.0,0,Houston
0,5,76,24,199,0.261,72,4,13,92,5,0,10,3,85.0,2,Memphis
0,4,39,24,154,0.097,35,3,12,61,2,1,18,2,52.0,0,Tulsa
0,5,72,31,217/,0.189,67,3,13,112/,3,2,14,3,84.0,1,SMU
1,4,55,12,151,0.285,50,5,6,65,6,5,8,1,69.0,0,UConn
0,3,35,14,107,0.196,33,2,6,38,4,0,2,1,38.0,0,Temple
1,3,46,8,129,0.295,43,3,11,69,6,0,4,0,51.0,0,Houston
1,3,44,8,116,0.310,42,5,6,73,6,4,8,1,57.0,0,Memphis
0,3,29,19,102,0.098,27,2,3,46,3,2,2,0,34.0,2,Cincinnati
1,4,53,16,139,0.266,50,9,9,51,3,4,16,2,74.0,3,East Carolina
1,4,59,15,146,0.301,49,4,6,63,4,2,16,1,73.0,0,UCF
0,5,74,30,208,0.212,72,3,9,110,7,0,4,0,79.0,0,South Fla.
