Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
0,3,30,19,93,0.118,28,0,7,28,8,0,6,0,33.0,1,Michigan
0,3,30,20,110,0.091,27,1,7,40,3,1,4,2,34.0,0,UNI
1,3,48,10,117,0.325,43,4,8,49,2,1,10,1,58.0,0,Illinois St.
0,4,38,25,108,0.120,38,7,8,41,3,1,10,5,51.0,0,Arkansas St.
0,3,19,14,74,0.068,17,0,2,23,8,0,4,4,21.0,2,Western Ky.
0,4,41,22,119,0.160,39,7,6,34,13,0,14,5,55.0,0,Cal Poly
0,3,36,18,118,0.153,30,3,8,43,3,0,4,1,41.0,2,Marquette
1,5,63,22,157,0.261,61,6,10,68,3,2,14,3,78.0,1,Virginia
0,3,33,25,101,0.079,32,1,6,35,5,1,2,0,36.0,1,Kentucky
1,5,67,22,173,0.260,62,8,9,61,10,6,6,4,84.0,0,Austin Peay
0,5,69,25,171,0.257,64,4,7,67,8,0,18,1,82.0,1,Murray St.
1,3,32,12,83,0.241,29,9,5,39,3,1,4,1,44.0,1,Omaha
0,3,34,22,101,0.119,33,3,11,38,6,1,6,1,41.0,1,Illinois
1,4,68,27,159,0.258,63,8,11,74,9,0,18,0,85.0,4,Western Ill.
1,3,48,19,115,0.252,45,4,8,49,5,0,20,3,62.0,1,George Mason
1,3,45,17,102,0.275,42,3,9,38,4,0,6,1,51.0,0,George Washington
0,3,38,15,101,0.228,37,1,6,35,4,0,17,4,47.5,2,Dayton
1,4,58,19,126,0.310,53,9,14,47,1,0,8,0,71.0,2,Fordham
0,4,52,24,111,0.252,51,7,12,31,5,2,26,5,74.0,0,Rhode Island
1,3,53,18,118,0.297,50,9,7,59,2,2,6,2,67.0,0,Davidson
1,4,52,31,137,0.153,52,5,5,54,3,0,12,0,63.0,1,VCU
1,4,59,21,140,0.271,55,7,5,63,3,1,18,3,76.0,0,Duquesne
1,3,36,14,95,0.232,29,6,7,43,4,0,14,1,49.0,1,La Salle
0,3,32,25,110,0.064,30,2,3,37,3,0,10,2,39.0,1,Dayton
1,3,37,13,81,0.296,32,8,4,28,2,0,25,0,57.5,1,La Salle
1,5,59,33,156,0.167,56,13,16,48,4,1,34/,0,90.0,2,Duquesne
1,3,47,14,86,0.384,42,5,6,33,0,1,10,0,58.0,0,VCU
1,4,60,24,132,0.273,56,11,13,52,5,0,10,1,76.0,2,Davidson
1,4,55,28,116,0.233,52,14/,9,47,7,0,8,2,73.0,2,Davidson
1,5,56,27,125,0.232,54,9,12,46,6,2,10,3,72.0,3,Rhode Island
0,5,68,28,170,0.235,65,5,10,62,2,0,4,2,75.0,2,Dayton
