Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
0,3,31,14,118,0.144,30,3,5,42,5,1,8,3,39.0,3,Tennessee Tech
0,5,49,28,187,0.112,47,8,6,101,6,3,14,4,67.0,3,Western Caro.
0,4,52,26,151,0.172,51,6,11,70,2,2,8,2,64.0,0,UAB
0,4,33,23,144,0.069,30,10,6,54,4,2,20,3,55.0,1,Ga. Southern
1,3,41,9,105,0.305,38,7,10,52,4,0,10,0,53.0,1,Savannah St.
0,5,54,18,182,0.198,49,7,10,89,7,4,20,2,75.0,2,The Citadel
1,5,61,23,172,0.221,59,5,8,75,3,1,32/,1,83.0,2,Jacksonville St.
0,4,42,19,168,0.137,40,4,6,95,4,0,24,2,58.0,1,Eastern Mich.
0,4,43,24,137,0.139,38,5,4,58,2,2,20,4,60.0,4,Col. of Charleston
0,3,30,16,105,0.133,27,0,8,35,6,0,6,0,33.0,1,VCU
1,4,47,16,118,0.263,42,13,10,58,6,1,12,3,67.0,3,Savannah St.
0,3,30,13,107,0.159,24,4,8,43,4,4,10,0,43.0,1,Austin Peay
1,4,56,26,147,0.204,53,4,11,82,3,3,24,0,75.0,1,Savannah St.
0,4,36,33,173,0.017,32,4,7,78,8,3,14,4,50.0,3,The Citadel
0,3,36,19,112,0.152,32,3,5,49,4,1,4,0,42.0,0,Elon
1,4,42,16,143,0.182,39,7,7,63,4,2,12,0,57.0,1,Presbyterian
1,4,47,19,160,0.175,42,6,5,78,4,2,22,3,66.0,1,Gardner-Webb
1,5,55,19,187,0.193,49,5,9,91,4,1,20,4,71.0,4,Campbell
1,4,54,18,127,0.283,52,15/,5,53,2,1,8,3,74.0,2,UNC Asheville
1,4,56,14,184,0.228,51,5,6,99,5,3,16,0,72.0,2,Radford
0,5,55,21,174,0.195,52,4,6,84,7,4,16,1,71.0,0,Liberty
1,4,50,14,159,0.226,47,5,9,88,2,1,8,5,60.0,3,UNC Asheville
0,4,50,25,157,0.159,43,1,4,74,1,3,6,0,57.0,1,High Point
0,5,50,25,198,0.126,43,8,10,90,7,2,14,2,67.0,1,Winthrop
0,3,20,21,105,-0.010,19,1,4,45,11,0,10,0,26.0,1,High Point
0,5,53,21,188,0.170,49,6,13,102,3,2,18,0,70.0,6,Campbell
1,4,46,20,152,0.171,41,7,12,89,3,2,12,2,61.0,2,Presbyterian
0,5,47,26,188,0.112,43,6,8,92,5,2,24,0,67.0,4,Gardner-Webb
0,3,30,25,129,0.039,28,3,6,58,3,2,14,3,42.0,4,Winthrop
0,3,30,19,102,0.108,28,3,5,41,6,1,4,0,36.0,2,Radford
1,5,51,15,146,0.247,45,9,9,66,6,3,22,1,74.0,7/,Liberty
0,4,41,23,165,0.109,41,5,6,82,6,0,10,0,51.0,1,Campbell
