Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
1,4,64,22,151,0.278,62,9,6,70,4,2,6,0,78.0,0,Campbell
1,3,44,9,86,0.407,40,6,4,37,5,3,2,0,54.0,3,San Francisco
0,3,39,14,88,0.284,36,3,3,21,4,1,0,0,43.0,2,Indiana
0,5,52,29,164,0.140,51,9,8,68,7,0,20,1,71.0,1,Maryland
0,3,33,20,117,0.111,33,2,4,45,4,0,12,2,41.0,1,Towson
1,5,63,29,188,0.181,62,3,11,81,4,1,6,3,70.0,1,Georgetown
1,4,49,16,116,0.284,47,9,9,55,4,1,6,1,62.0,1,Seattle U
1,4,64,12,139,0.374,61,5,10,65,0,1,4,0,72.0,0,Seton Hall
1,3,39,17,88,0.250,37,6,6,41,3,3,6,2,51.0,0,Rutgers
1,5,75,12,181,0.348,71,6,6,96,5,2,8,0,87.0,1,Penn
1,3,43,11,96,0.333,39,5,3,51,3,1,18,2,58.0,0,Harvard
1,3,54,10,116,0.379,53,3,3,63,4,1,6,2,61.0,0,Dartmouth
1,3,46,17,117,0.248,44,2,6,55,1,0,8,0,52.0,0,Columbia
1,3,36,16,101,0.198,36,8,5,51,2,1,12,0,51.0,3,Cornell
1,3,40,12,99,0.283,39,6,6,56,3,2,12,0,54.0,0,Brown
1,3,41,15,112,0.232,40,5,7,49,2,2,12,1,54.0,1,Yale
1,3,47,19,100,0.280,45,1,4,49,1,1,6,2,52.0,1,Penn
1,3,49,21,126,0.222,46,2,4,67,2,1,6,0,55.0,2,Dartmouth
1,5,73,20,173,0.306,70,3,5,72,4,2,14,2,85.0,3,Harvard
0,5,69,25,195,0.226,68,4,9,83,4,3,10,3,81.0,1,Yale
1,3,49,17,113,0.283,48,4,6,56,1,1,14,0,61.0,2,Brown
1,5,66,21,173,0.260,61,6,9,73,9,3,6,5,78.0,4,Cornell
1,3,49,12,112,0.330,47,11,6,41,6,0,2,3,61.0,1,Columbia
0,3,44,33,131,0.084,44,3,5,60,3,0,6,0,50.0,2,BYU
