Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
1,3,37,18,86,0.221,36,12,5,38,5,3,10,2,57.0,0,Little Rock
1,4,56,11,151,0.298,53,6,17,71,4,0,12,4,68.0,4,SMU
1,3,38,6,77,0.416,35,10,12,32,2,1,12,1,55.0,0,Montana
0,3,38,18,101,0.198,37,3,14,34,4,0,10,1,46.0,0,Texas
0,3,32,18,86,0.163,31,4,13,27,4,0,4,3,38.0,0,Army West Point
1,5,68,27,179,0.229,66,6,16,87,8,5,12,2,85.0,0,Oklahoma
1,3,42,9,102,0.324,40,5,8,42,3,0,10,2,52.0,1,Lamar University
1,4,67,19,135,0.356,62,2,10,54,3,1,18,3,79.0,3,Ohio
1,4,54,18,117,0.308,53,10,11,48,6,1,20,0,75.0,0,Texas St.
1,3,42,9,83,0.398,39,8,11,39,3,1,18,1,60.0,0,Texas Tech
1,5,70,18,175,0.297,65,4,6,87,5,2,18,1,85.0,0,Wichita St.
1,3,37,13,105,0.229,36,5,8,48,2,2,10,1,49.0,2,Southern Miss.
1,5,72,23,168,0.292,69,6,20/,74,5,1,12,0,85.0,1,North Texas
1,5,59,27,170,0.188,57,7,14,70,11,3,8,0,73.0,0,UTEP
0,5,51,25,182,0.143,51,8,9,69,4,3,12,2,68.0,0,Marshall
1,4,42,18,111,0.216,40,9,12,58,5,1,22,0,63.0,3,Middle Tenn.
1,5,57,35,180,0.122,54,9,17,80,4,0,23,0,77.5,4,UTEP
1,3,57,18,137,0.285,55,4,4,74,2,1,12,4,68.0,2,Rice
0,4,48,35,168,0.077,45,3,10,70,5,3,12,2,60.0,1,Western Ky.
1,4,53,11,125,0.336,50,12,11,51,3,0,10,1,70.0,0,UAB
0,3,39,20,147,0.129,38,0,6,67,5,0,8,2,43.0,2,Louisiana Tech
1,3,36,11,84,0.298,35,8,10,38,1,1,14,1,52.0,0,Fla. Atlantic
1,5,73,24,198,0.247,71,9,14,78,5,0,10,1,87.0,0,FIU
1,4,63,16,134,0.351,57,12,8,51,4,3,12,2,84.0,1,Charlotte
0,3,41,18,116,0.198,39,5,9,39,4,0,10,2,51.0,0,Rice
1,4,59,18,130,0.315,57,6,11,60,3,2,22,2,78.0,1,Fla. Atlantic
0,4,40,19,127,0.165,37,3,9,34,4,0,12,3,49.0,2,Western Ky.
