Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
0,4,48,10,131,0.290,47,3,6,51,5,3,6,0,57.0,0,UConn
1,4,56,20,136,0.265,54,7,8,57,10,3,8,0,70.0,0,Syracuse
0,4,52,20,153,0.209,48,6,6,70,2,1,12,3,65.0,1,Cornell
0,3,42,14,126,0.222,38,4,8,50,4,0,2,1,47.0,2,James Madison
1,3,42,9,113,0.292,37,8,8,58,2,3,10,0,58.0,1,Marist
1,4,56,16,146,0.274,55,2,8,68,4,3,14,5,68.0,2,The Citadel
0,5,61,23,183,0.208,53,12,12,82,3,4,15,3,84.5,2,Cal St. Fullerton
0,5,63,22,161,0.255,59,4,8,69,9,5,26,4,85.0,3,Air Force
0,4,53,20,158,0.209,52,4,5,71,4,1,14,3,65.0,4,Auburn
0,4,49,24,122,0.205,47,3,6,49,8,3,6,2,58.0,1,Michigan
1,3,41,14,114,0.237,40,7,1,65,0,3,14,1,58.0,3,Eastern Mich.
1,3,39,19,92,0.217,34,1,4,35,5,0,14,0,47.0,0,Holy Cross
0,4,49,14,146,0.240,46,12,3,57,6,1,16,1,70.0,2,Army West Point
1,4,52,20,150,0.213,48,5,9,71,0,3,16,1,68.0,2,Navy
1,3,36,13,97,0.237,34,8,3,48,1,1,16,2,53.0,0,Lehigh
0,3,36,19,99,0.172,35,4,7,34,7,2,14,0,49.0,2,American
1,3,40,7,112,0.295,32,8,2,56,1,2,14,1,57.0,1,Loyola Maryland
1,5,60,22,161,0.236,52,5,7,66,5,4,16,3,77.0,0,Bucknell
1,3,42,13,112,0.259,40,11,9,54,6,2,8,2,59.0,1,Lafayette
1,3,47,9,93,0.409,43,1,2,54,3,3,12,0,57.0,0,Army West Point
1,3,42,8,80,0.425,38,4,6,49,1,2,10,1,53.0,0,Holy Cross
1,5,67,29,212,0.179,62,6,5,99,4,3,16,1,84.0,2,Navy
1,3,42,11,101,0.307,40,8,2,40,3,0,8,0,54.0,0,Lehigh
1,4,45,26,161,0.118,44,5,7,71,1,5,20,0,65.0,1,Bucknell
0,3,35,23,110,0.109,31,3,5,43,8,2,2,1,41.0,0,American
1,3,49,11,96,0.396,48,8,2,49,3,3,4,2,62.0,0,Loyola Maryland
1,3,40,6,81,0.420,33,6,4,47,4,2,4,1,50.0,2,Lafayette
1,4,55,10,165,0.273,55,4,6,81,2,3,18,5,71.0,0,Army West Point
0,4,54,18,159,0.226,50,7,4,63,5,1,18,1,71.0,2,American
