Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
1,4,64,31,169,0.195,59,3,8,71,4,2,2,1,70.0,0,Syracuse
1,4,72,16,148,0.378,67,5,7,64,3,1,4,4,80.0,1,Colgate
0,3,42,17,101,0.248,39,1,6,34,4,2,6,2,48.0,1,Southern Miss.
1,3,43,19,107,0.224,40,6,5,43,3,2,8,0,55.0,0,LSU
1,3,44,10,91,0.374,42,7,10,42,4,0,10,0,56.0,2,Virginia
1,3,49,14,97,0.361,43,10,6,39,1,0,4,1,61.0,0,Loyola Maryland
1,3,44,14,102,0.294,40,4,4,47,3,5,2,1,54.0,0,Yale
1,3,42,15,102,0.265,35,8,2,52,0,0,2,0,51.0,0,St. Francis Brooklyn
1,4,64,35,156,0.186,60,12,5,55,2,3,14,0,86.0,1,Army West Point
1,3,46,11,115,0.304,42,2,4,41,2,2,10,0,55.0,0,Houston
1,4,65,19,155,0.297,63,4,6,48,4,2,6,2,74.0,0,Tulane
0,5,69,20,183,0.268,66,4,9,59,8,4,10,4,82.0,0,Temple
1,3,51,12,100,0.390,48,4,8,41,4,0,8,0,59.0,0,Memphis
0,4,58,21,154,0.240,56,3,5,64,4,0,0,0,61.0,1,SMU
1,3,48,11,111,0.333,44,1,5,55,3,1,14,0,57.0,0,Tulsa
0,3,38,21,122,0.139,37,1,2,54,4,1,4,4,42.0,0,UCF
0,5,53,40/,178,0.073,51,7,7,72,5,2,12,5,68.0,0,South Fla.
0,5,61,28,168,0.196,56,4,9,74,4,0,16,3,73.0,3,Cincinnati
0,5,64,40/,187,0.128,60,5,9,73,0,0,18,2,78.0,2,East Carolina
0,3,38,20,107,0.168,33,6,8,32,3,1,0,0,45.0,0,Temple
1,3,52,20,136,0.235,51,4,7,59,2,1,6,2,60.0,0,Memphis
0,4,63,20,154,0.279,58,6,9,73,5,1,2,1,71.0,1,Tulane
1,4,60,24,150,0.240,60,3,6,78,5,2,14,5,72.0,1,Houston
1,4,53,29,156,0.154,47,13/,4,53,4,4,2,2,71.0,0,East Carolina
0,3,39,24,105,0.143,38,3,6,38,8,0,4,1,44.0,0,Cincinnati
0,3,35,17,119,0.151,34,0,5,52,6,1,0,4,36.0,3,South Fla.
0,4,62,22,166,0.241,58,2,10,68,6,0,10,1,69.0,4,UCF
0,5,67,24,205,0.210,66,4,11,94,1,6,10,3,82.0,1,Tulsa
0,4,47,25,156,0.141,43,5,4,61,5,2,2,2,55.0,1,SMU
