Result,Sets,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Opp
1,5,51,35,163,0.098,44,8,8,72,7,0,12,0,65.0,2,St. Francis Brooklyn
0,3,36,17,119,0.160,33,2,9,55,3,0,12,0,44.0,2,Virginia Tech
0,3,19,25,98,-0.061,18,1,6,27,3,1,6,0,24.0,1,Harvard
0,5,65,29,195,0.185,60,4,10,72,5,0,14,4,76.0,2,New Hampshire
0,3,23,18,88,0.057,20,6,3,32,5,0,6,0,32.0,1,Georgia
0,3,20,26,93,-0.065,18,0,5,32,4,0,10,1,25.0,0,Penn St.
0,4,54,35,148,0.128,49,6,5,61,6,1,12,0,67.0,0,Syracuse
0,3,30,19,121,0.091,29,2,2,57,2,3,5,0,37.5,0,Hofstra
0,4,47,27,133,0.150,45,4,10,54,7,2,15,2,60.5,0,Binghamton
1,4,49,29,144,0.139,46,7,7,66,3,2,12,1,64.0,0,Niagara
1,3,43,11,102,0.314,43,2,3,50,2,1,10,3,51.0,0,Canisius
0,3,40,21,130,0.146,37,3,3,48,2,1,6,2,47.0,0,Quinnipiac
0,3,25,13,81,0.148,24,2,6,23,8,0,6,1,30.0,0,Marist
1,5,57,38,190,0.100,52,7,6,84,4,2,24,1,78.0,1,Manhattan
0,3,24,20,125,0.032,21,2,6,53,5,1,6,1,30.0,0,Iona
0,4,48,20,151,0.185,47,2,9,63,5,1,11,2,56.5,0,Fairfield
0,5,55,22,184,0.179,50,6,7,67,10,3,16,5,72.0,0,Rider
0,3,33,21,114,0.105,31,6,7,39,4,0,8,2,43.0,0,Fairfield
0,4,57,25,146,0.219,55,5,14,66,7,2,16,2,72.0,2,Quinnipiac
1,4,53,19,165,0.206,48,7,7,71,5,4,16,4,72.0,0,Marist
1,4,48,23,163,0.153,48,10,6,81,5,0,13,3,64.5,1,Canisius
1,3,50,14,120,0.300,47,4,6,54,6,1,16,1,63.0,1,Niagara
1,3,43,14,93,0.312,40,5,6,40,2,1,16,0,57.0,0,Iona
1,4,65,20,166,0.271,59,6,7,74,6,1,10,3,77.0,0,Manhattan
0,4,58,29,172,0.169,54,8,11,72,4,0,6,0,69.0,3,Rider
1,3,45,17,124,0.226,42,4,5,46,2,3,12,1,58.0,1,Rider
0,4,52,23,162,0.179,50,3,7,83,2,0,14,1,62.0,0,Fairfield
